,Incident_Address_Street_Number,Incident_Address_Street_Name,Incident_Address,Incident_Address_Zip,Incident_Address_Borough,Complaint_Type_311,Descriptor_1_311,Date_Received,Latitude,Longitude,NTA,UHF_42
16,1353,MYRTLE AVENUE,1353 MYRTLE AVENUE,11221,Brooklyn,Indoor Air Quality,Dust from Construction,2013-09-12,40.698308000000004,-73.92324599999999,Bushwick South,williamsburg - bushwick
44,45,VAN BUREN STREET,45 VAN BUREN STREET,10301,Staten Island,Indoor Air Quality,Dust from Construction,2013-09-15,40.645307,-74.090487,West New Brighton-New Brighton-St. George,stapleton - st. george
57,16,CLARKSON STREET,16 CLARKSON STREET,10014,Manhattan,Indoor Air Quality,Dust from Construction,2013-09-16,40.729411999999996,-74.006242,West Village,greenwich village - soho
62,4422,3 AVENUE,4422 3 AVENUE,10457,Bronx,Indoor Air Quality,Dust from Construction,2013-09-16,40.853346,-73.891611,East Tremont,crotona -tremont
67,585,CARROLL STREET,585 CARROLL STREET,11215,Brooklyn,Indoor Air Quality,Dust from Construction,2013-09-16,40.675534000000006,-73.982295,Park Slope-Gowanus,downtown - heights - slope
80,806,EAST 175 STREET,806 EAST 175 STREET,10460,Bronx,Indoor Air Quality,Dust from Construction,2011-06-21,40.841029999999996,-73.890388,East Tremont,crotona -tremont
90,1710,AVENUE Y,1710 AVENUE Y,11235,Brooklyn,Indoor Air Quality,Dust from Construction,2013-09-17,40.590308,-73.952642,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,coney island - sheepshead bay
91,42-70,156 STREET,42-70 156 STREET,11355,Queens,Indoor Air Quality,Dust from Construction,2013-09-17,40.759478,-73.80977,East Flushing,flushing - clearview
124,1625,FULTON AVENUE,1625 FULTON AVENUE,10457,Bronx,Indoor Air Quality,Dust from Construction,2010-11-13,40.839560999999996,-73.898912,Claremont-Bathgate,crotona -tremont
133,211,WEST 53 STREET,211 WEST 53 STREET,10019,Manhattan,Indoor Air Quality,Dust from Construction,2013-09-20,40.763424,-73.98293199999999,Midtown-Midtown South,chelsea - clinton
152,300,EAST 59 STREET,300 EAST 59 STREET,10022,Manhattan,Indoor Air Quality,Dust from Construction,2013-09-22,40.760546000000005,-73.964206,Turtle Bay-East Midtown,gramercy park - murray hill
163,339,11 STREET,339 11 STREET,11215,Brooklyn,Indoor Air Quality,Dust from Construction,2010-11-03,40.667706,-73.986724,Park Slope-Gowanus,downtown - heights - slope
181,3333,SEYMOUR AVENUE,3333 SEYMOUR AVENUE,10469,Bronx,Indoor Air Quality,Dust from Construction,2013-09-24,40.874747,-73.848272,Eastchester-Edenwald-Baychester,northeast bronx
189,701,AVENUE C,701 AVENUE C,11218,Brooklyn,Indoor Air Quality,Dust from Construction,2012-02-15,40.641090000000005,-73.972111,Kensington-Ocean Parkway,borough park
194,584,MORGAN AVENUE,584 MORGAN AVENUE,11222,Brooklyn,Indoor Air Quality,Dust from Construction,2013-05-18,40.724511,-73.939544,Greenpoint,greenpoint
259,333,WEST 86 STREET,333 WEST 86 STREET,10024,Manhattan,Indoor Air Quality,Dust from Construction,2011-10-17,40.789567,-73.979448,Upper West Side,upper west side
265,18,WEST 16 STREET,18 WEST 16 STREET,10011,Manhattan,Indoor Air Quality,Dust from Construction,2013-09-27,40.737685,-73.993516,Hudson Yards-Chelsea-Flatiron-Union Square,chelsea - clinton
273,823,BROOKLYN AVENUE,823 BROOKLYN AVENUE,11203,Brooklyn,Indoor Air Quality,Dust from Construction,2013-09-28,40.653827,-73.94408100000001,East Flatbush-Farragut,east flatbush - flatbush
286,1775,GRAND CONCOURSE,1775 GRAND CONCOURSE,10453,Bronx,Indoor Air Quality,Dust from Construction,2013-09-30,40.846089,-73.909879,Mount Hope,crotona -tremont
299,86,CLINTON STREET,86 CLINTON STREET,10002,Manhattan,Indoor Air Quality,Dust from Construction,2013-10-01,40.718621999999996,-73.98529599999999,Lower East Side,lower east side
301,176-60,UNION TURNPIKE,176-60 UNION TURNPIKE,11366,Queens,Indoor Air Quality,Dust from Construction,2010-09-30,40.725856,-73.791441,Jamaica Estates-Holliswood,fresh meadows
307,1730,POPHAM AVENUE,1730 POPHAM AVENUE,10453,Bronx,Indoor Air Quality,Dust from Construction,2012-12-09,40.85052,-73.91973399999999,University Heights-Morris Heights,crotona -tremont
339,400,EAST 12 STREET,400 EAST 12 STREET,10009,Manhattan,Indoor Air Quality,Dust from Construction,2013-10-03,40.729971,-73.983471,East Village,union square - lower east side
344,289,HIMROD STREET,289 HIMROD STREET,11237,Brooklyn,Indoor Air Quality,Dust from Construction,2012-03-01,40.701793,-73.918203,Bushwick North,williamsburg - bushwick
353,256,EAST 10 STREET,256 EAST 10 STREET,10009,Manhattan,Indoor Air Quality,Dust from Construction,2013-10-04,40.7285,-73.983811,East Village,union square - lower east side
354,400,EAST 74 STREET,400 EAST 74 STREET,10021,Manhattan,Indoor Air Quality,Dust from Construction,2013-10-04,40.768972,-73.954707,Lenox Hill-Roosevelt Island,upper east side
355,400,EAST 74 STREET,400 EAST 74 STREET,10021,Manhattan,Indoor Air Quality,Dust from Construction,2013-10-04,40.768972,-73.954707,Lenox Hill-Roosevelt Island,upper east side
359,15,WEST 47 STREET,15 WEST 47 STREET,10036,Manhattan,Indoor Air Quality,Dust from Construction,2013-10-04,40.757003000000005,-73.97936800000001,Midtown-Midtown South,chelsea - clinton
379,157,CHRYSTIE STREET,157 CHRYSTIE STREET,10002,Manhattan,Indoor Air Quality,Dust from Construction,2013-10-06,40.720508,-73.99263,Chinatown,lower east side
403,400,EAST 74 STREET,400 EAST 74 STREET,10021,Manhattan,Indoor Air Quality,Dust from Construction,2013-10-08,40.768972,-73.954707,Lenox Hill-Roosevelt Island,upper east side
405,210,RIVINGTON STREET,210 RIVINGTON STREET,10002,Manhattan,Indoor Air Quality,Dust from Construction,2013-10-09,40.718388,-73.982771,Lower East Side,lower east side
411,1121,BERGEN STREET,1121 BERGEN STREET,11216,Brooklyn,Indoor Air Quality,Dust from Construction,2013-10-09,40.676029,-73.94855799999999,Crown Heights North,bedford stuyvesant - crown heights
427,496,VAN BUREN STREET,496 VAN BUREN STREET,11221,Brooklyn,Indoor Air Quality,Dust from Construction,2013-10-10,40.691702,-73.92889,Stuyvesant Heights,williamsburg - bushwick
432,502,EAST 73 STREET,502 EAST 73 STREET,10021,Manhattan,Indoor Air Quality,Dust from Construction,2013-10-10,40.767362,-73.952874,Lenox Hill-Roosevelt Island,upper east side
437,254,PARK AVENUE SOUTH,254 PARK AVENUE SOUTH,10010,Manhattan,Indoor Air Quality,Dust from Construction,2010-09-14,40.738464,-73.987641,Hudson Yards-Chelsea-Flatiron-Union Square,gramercy park - murray hill
443,75,HAWTHORNE STREET,75 HAWTHORNE STREET,11225,Brooklyn,Indoor Air Quality,Dust from Construction,2013-10-11,40.657376,-73.957954,Prospect Lefferts Gardens-Wingate,east flatbush - flatbush
444,241,EAST 24 STREET,241 EAST 24 STREET,10010,Manhattan,Indoor Air Quality,Dust from Construction,2013-10-11,40.738792,-73.980968,Murray Hill-Kips Bay,gramercy park - murray hill
454,109,WEST 38 STREET,109 WEST 38 STREET,10018,Manhattan,Indoor Air Quality,Dust from Construction,2013-10-12,40.752544,-73.986462,Midtown-Midtown South,chelsea - clinton
464,414,WEST 36 STREET,414 WEST 36 STREET,10018,Manhattan,Indoor Air Quality,Dust from Construction,2011-04-08,40.754886,-73.995871,Hudson Yards-Chelsea-Flatiron-Union Square,chelsea - clinton
465,656,WEST 162 STREET,656 WEST 162 STREET,10032,Manhattan,Indoor Air Quality,Dust from Construction,2011-05-11,40.838118,-73.94483699999999,Washington Heights South,washington heights
481,86,CLINTON STREET,86 CLINTON STREET,10002,Manhattan,Indoor Air Quality,Dust from Construction,2013-10-15,40.718621999999996,-73.98529599999999,Lower East Side,lower east side
487,562,WEST 189 STREET,562 WEST 189 STREET,10040,Manhattan,Indoor Air Quality,Dust from Construction,2013-06-14,40.85393,-73.929204,Washington Heights North,washington heights
496,30,RICHMAN PLAZA,30 RICHMAN PLAZA,10453,Bronx,Indoor Air Quality,Dust from Construction,2013-10-15,40.851999,-73.922515,University Heights-Morris Heights,crotona -tremont
500,423,MADISON AVENUE,423 MADISON AVENUE,10017,Manhattan,Indoor Air Quality,Dust from Construction,2013-10-16,40.757027,-73.976184,Midtown-Midtown South,gramercy park - murray hill
503,210,RIVINGTON STREET,210 RIVINGTON STREET,10002,Manhattan,Indoor Air Quality,Dust from Construction,2013-10-16,40.718388,-73.982771,Lower East Side,lower east side
505,426,EAST 9 STREET,426 EAST 9 STREET,10009,Manhattan,Indoor Air Quality,Dust from Construction,2013-10-16,40.727596999999996,-73.983486,East Village,union square - lower east side
526,43,WEST 39 STREET,43 WEST 39 STREET,10018,Manhattan,Indoor Air Quality,Dust from Construction,2013-10-18,40.752198,-73.983715,Midtown-Midtown South,chelsea - clinton
533,1482,MONTGOMERY AVENUE,1482 MONTGOMERY AVENUE,10453,Bronx,Indoor Air Quality,Dust from Construction,2011-04-08,40.847494,-73.921082,University Heights-Morris Heights,crotona -tremont
537,843,60 STREET,843 60 STREET,11220,Brooklyn,Indoor Air Quality,Dust from Construction,2013-02-11,40.634901,-74.008561,Sunset Park East,sunset park
540,160,EAST 39 STREET,160 EAST 39 STREET,10016,Manhattan,Indoor Air Quality,Dust from Construction,2013-10-19,40.749241,-73.97672800000001,Murray Hill-Kips Bay,gramercy park - murray hill
548,246,WEST 41 STREET,246 WEST 41 STREET,10036,Manhattan,Indoor Air Quality,Dust from Construction,2013-10-20,40.75594,-73.988807,Midtown-Midtown South,chelsea - clinton
559,58,WEST 138 STREET,58 WEST 138 STREET,10037,Manhattan,Indoor Air Quality,Dust from Construction,2013-10-21,40.815493,-73.938197,Central Harlem North-Polo Grounds,central harlem - morningside heights
581,31,BANK STREET,31 BANK STREET,10014,Manhattan,Indoor Air Quality,Dust from Construction,2012-04-13,40.736948999999996,-74.003013,West Village,greenwich village - soho
589,3442,FULTON STREET,3442 FULTON STREET,11208,Brooklyn,Indoor Air Quality,Dust from Construction,2013-10-23,40.684684999999995,-73.868524,Cypress Hills-City Line,east new york
592,246,WEST 21 STREET,246 WEST 21 STREET,10011,Manhattan,Indoor Air Quality,Dust from Construction,2013-10-23,40.743465,-73.998152,Hudson Yards-Chelsea-Flatiron-Union Square,chelsea - clinton
601,353,SPRING STREET,353 SPRING STREET,10014,Manhattan,Indoor Air Quality,Dust from Construction,2013-07-24,40.726159,-74.010712,SoHo-TriBeCa-Civic Center-Little Italy,greenwich village - soho
627,166,MONTROSE AVENUE,166 MONTROSE AVENUE,11206,Brooklyn,Indoor Air Quality,Dust from Construction,2013-10-26,40.707374,-73.942702,Bushwick South,williamsburg - bushwick
628,120,WEST 23 STREET,120 WEST 23 STREET,10011,Manhattan,Indoor Air Quality,Dust from Construction,2013-10-26,40.743251,-73.993641,Hudson Yards-Chelsea-Flatiron-Union Square,chelsea - clinton
645,339,WEST 51 STREET,339 WEST 51 STREET,10019,Manhattan,Indoor Air Quality,Dust from Construction,2013-10-29,40.763479,-73.986965,Clinton,chelsea - clinton
649,54,EAST 3 STREET,54 EAST 3 STREET,10003,Manhattan,Indoor Air Quality,Dust from Construction,2013-10-29,40.725253,-73.989115,East Village,union square - lower east side
651,381,METROPOLITAN AVENUE,381 METROPOLITAN AVENUE,11211,Brooklyn,Indoor Air Quality,Dust from Construction,2013-10-29,40.714088000000004,-73.95550899999999,North Side-South Side,greenpoint
675,14,EAST 105 STREET,14 EAST 105 STREET,10029,Manhattan,Indoor Air Quality,Dust from Construction,2013-10-31,40.793440000000004,-73.951227,East Harlem South,east harlem
679,58,LAWRENCE AVENUE,58 LAWRENCE AVENUE,10310,Staten Island,Indoor Air Quality,Dust from Construction,2013-10-31,40.628558,-74.107148,New Brighton-Silver Lake,port richmond
686,166,MONTROSE AVENUE,166 MONTROSE AVENUE,11206,Brooklyn,Indoor Air Quality,Dust from Construction,2013-11-01,40.707374,-73.942702,Bushwick South,williamsburg - bushwick
688,395,FLATBUSH AVENUE EXTENSION,395 FLATBUSH AVENUE EXTENSION,11201,Brooklyn,Indoor Air Quality,Dust from Construction,2013-11-01,40.689823,-73.981404,Fort Greene,downtown - heights - slope
690,338,LEXINGTON AVENUE,338 LEXINGTON AVENUE,10016,Manhattan,Indoor Air Quality,Dust from Construction,2013-11-01,40.749743,-73.977298,Murray Hill-Kips Bay,gramercy park - murray hill
692,176-60,UNION TURNPIKE,176-60 UNION TURNPIKE,11366,Queens,Indoor Air Quality,Dust from Construction,2010-09-30,40.725856,-73.791441,Jamaica Estates-Holliswood,fresh meadows
703,152,PRINCE STREET,152 PRINCE STREET,10012,Manhattan,Indoor Air Quality,Dust from Construction,2013-11-02,40.725871999999995,-74.001118,SoHo-TriBeCa-Civic Center-Little Italy,greenwich village - soho
705,15,WEST 107 STREET,15 WEST 107 STREET,10025,Manhattan,Indoor Air Quality,Dust from Construction,2013-11-02,40.798992999999996,-73.960165,Morningside Heights,upper west side
707,115,EAST 60 STREET,115 EAST 60 STREET,10022,Manhattan,Indoor Air Quality,Dust from Construction,2013-11-03,40.763243,-73.968612,Upper East Side-Carnegie Hill,gramercy park - murray hill
714,110,THOMPSON STREET,110 THOMPSON STREET,10012,Manhattan,Indoor Air Quality,Dust from Construction,2012-04-13,40.725688,-74.001941,SoHo-TriBeCa-Civic Center-Little Italy,greenwich village - soho
729,353,WEST 44 STREET,353 WEST 44 STREET,10036,Manhattan,Indoor Air Quality,Dust from Construction,2013-11-04,40.759165,-73.990319,Clinton,chelsea - clinton
746,21,WEST 86 STREET,21 WEST 86 STREET,10024,Manhattan,Indoor Air Quality,Dust from Construction,2013-11-05,40.785838,-73.970606,Upper West Side,upper west side
747,601,WEST 26 STREET,601 WEST 26 STREET,10001,Manhattan,Indoor Air Quality,Dust from Construction,2013-11-05,40.750934,-74.005955,Hudson Yards-Chelsea-Flatiron-Union Square,chelsea - clinton
755,21,WEST 86 STREET,21 WEST 86 STREET,10024,Manhattan,Indoor Air Quality,Dust from Construction,2013-11-06,40.785838,-73.970606,Upper West Side,upper west side
758,975,WALTON AVENUE,975 WALTON AVENUE,10452,Bronx,Indoor Air Quality,Dust from Construction,2013-11-06,40.829399,-73.922802,West Concourse,high bridge - morrisania
765,2670,COLBY COURT,2670 COLBY COURT,11235,Brooklyn,Indoor Air Quality,Dust from Construction,2013-08-21,40.584238,-73.973251,Gravesend,coney island - sheepshead bay
779,227,EAST 45 STREET,227 EAST 45 STREET,10017,Manhattan,Indoor Air Quality,Dust from Construction,2013-11-07,40.752382,-73.972288,Turtle Bay-East Midtown,gramercy park - murray hill
787,148,WEST 142 STREET,148 WEST 142 STREET,10030,Manhattan,Indoor Air Quality,Dust from Construction,2011-05-11,40.819284,-73.93946899999999,Central Harlem North-Polo Grounds,central harlem - morningside heights
788,25-20,30 ROAD,25-20 30 ROAD,11102,Queens,Indoor Air Quality,Dust from Construction,2011-10-02,40.767641,-73.924863,Old Astoria,long island city - astoria
792,478,3 AVENUE,478 3 AVENUE,10016,Manhattan,Indoor Air Quality,Dust from Construction,2013-11-08,40.744778000000004,-73.97882299999999,Murray Hill-Kips Bay,gramercy park - murray hill
814,421,WEST 14 STREET,421 WEST 14 STREET,10014,Manhattan,Indoor Air Quality,Dust from Construction,2013-11-09,40.741349,-74.006294,Hudson Yards-Chelsea-Flatiron-Union Square,greenwich village - soho
833,1360,OCEAN PARKWAY,1360 OCEAN PARKWAY,11230,Brooklyn,Indoor Air Quality,Dust from Construction,2012-11-20,40.615623,-73.968858,Ocean Parkway South,borough park
850,355,WEST 51 STREET,355 WEST 51 STREET,10019,Manhattan,Indoor Air Quality,Dust from Construction,2010-07-15,40.763759,-73.98763199999999,Clinton,chelsea - clinton
860,122-07,LIBERTY AVENUE,122-07 LIBERTY AVENUE,11419,Queens,Indoor Air Quality,Dust from Construction,2013-11-13,40.687267999999996,-73.821536,South Ozone Park,southwest queens
866,1458,FULTON STREET,1458 FULTON STREET,11216,Brooklyn,Indoor Air Quality,Dust from Construction,2013-11-14,40.679995,-73.942401,Crown Heights North,bedford stuyvesant - crown heights
867,1458,FULTON STREET,1458 FULTON STREET,11216,Brooklyn,Indoor Air Quality,Dust from Construction,2013-11-14,40.679995,-73.942401,Crown Heights North,bedford stuyvesant - crown heights
870,29,SPENCER PLACE,29 SPENCER PLACE,11216,Brooklyn,Indoor Air Quality,Dust from Construction,2013-11-14,40.681241,-73.954463,Clinton Hill,bedford stuyvesant - crown heights
878,493,5 AVENUE,493 5 AVENUE,11215,Brooklyn,Indoor Air Quality,Dust from Construction,2011-11-04,40.667506,-73.98768299999999,Park Slope-Gowanus,downtown - heights - slope
885,174,7 AVENUE,174 7 AVENUE,10011,Manhattan,Indoor Air Quality,Dust from Construction,2013-11-15,40.742436,-73.996868,Hudson Yards-Chelsea-Flatiron-Union Square,chelsea - clinton
887,48,WEST 138 STREET,48 WEST 138 STREET,10037,Manhattan,Indoor Air Quality,Dust from Construction,2013-11-15,40.81541,-73.938002,Central Harlem North-Polo Grounds,central harlem - morningside heights
888,894,AVENUE OF AMERICAS,894 AVENUE OF AMERICAS,10001,Manhattan,Indoor Air Quality,Dust from Construction,2013-11-15,40.74834,-73.98883000000001,Midtown-Midtown South,chelsea - clinton
901,345,WEST 53 STREET,345 WEST 53 STREET,10019,Manhattan,Indoor Air Quality,Dust from Construction,2012-02-16,40.764734000000004,-73.986048,Clinton,chelsea - clinton
939,212,AVENUE B,212 AVENUE B,10009,Manhattan,Indoor Air Quality,Dust from Construction,2010-07-15,40.728603,-73.978651,East Village,union square - lower east side
942,11,EAST 33 STREET,11 EAST 33 STREET,10016,Manhattan,Indoor Air Quality,Dust from Construction,2012-02-16,40.747483,-73.98433299999999,Midtown-Midtown South,gramercy park - murray hill
952,550,GATES AVENUE,550 GATES AVENUE,11221,Brooklyn,Indoor Air Quality,Dust from Construction,2013-11-19,40.687027,-73.943487,Bedford,williamsburg - bushwick
955,853,LAFAYETTE AVENUE,853 LAFAYETTE AVENUE,11221,Brooklyn,Indoor Air Quality,Dust from Construction,2013-11-19,40.691375,-73.938399,Stuyvesant Heights,williamsburg - bushwick
958,439,MEEKER AVENUE,439 MEEKER AVENUE,11222,Brooklyn,Indoor Air Quality,Dust from Construction,2013-11-19,40.719318,-73.946017,Greenpoint,greenpoint
967,15,EAST 98 STREET,15 EAST 98 STREET,10029,Manhattan,Indoor Air Quality,Dust from Construction,2010-11-03,40.788975,-73.95424200000001,East Harlem South,east harlem
970,79,CLINTON STREET,79 CLINTON STREET,10002,Manhattan,Indoor Air Quality,Dust from Construction,2012-03-02,40.718833000000004,-73.985209,Lower East Side,lower east side
972,206,EAST 75 STREET,206 EAST 75 STREET,10021,Manhattan,Indoor Air Quality,Dust from Construction,2012-12-21,40.771507,-73.95875600000001,Lenox Hill-Roosevelt Island,upper east side
973,358,WEST 51 STREET,358 WEST 51 STREET,10019,Manhattan,Indoor Air Quality,Dust from Construction,2013-01-31,40.76379,-73.987748,Clinton,chelsea - clinton
1000,160,EAST 91 STREET,160 EAST 91 STREET,10128,Manhattan,Indoor Air Quality,Dust from Construction,2013-11-21,40.782434,-73.95269,Upper East Side-Carnegie Hill,upper east side
1017,501,DEAN STREET,501 DEAN STREET,11217,Brooklyn,Indoor Air Quality,Dust from Construction,2013-11-22,40.681340000000006,-73.973395,Prospect Heights,downtown - heights - slope
1022,230,EAST 32 STREET,230 EAST 32 STREET,10016,Manhattan,Indoor Air Quality,Dust from Construction,2013-11-22,40.743996,-73.97801899999999,Murray Hill-Kips Bay,gramercy park - murray hill
1024,351,EVERGREEN AVENUE,351 EVERGREEN AVENUE,11221,Brooklyn,Indoor Air Quality,Dust from Construction,2013-11-22,40.693644,-73.922855,Bushwick South,williamsburg - bushwick
1026,96,AVENUE A,96 AVENUE A,10009,Manhattan,Indoor Air Quality,Dust from Construction,2013-11-22,40.725596,-73.983855,East Village,union square - lower east side
1063,40,MORTON STREET,40 MORTON STREET,10014,Manhattan,Indoor Air Quality,Dust from Construction,2011-02-15,40.730845,-74.005113,West Village,greenwich village - soho
1064,223,TROUTMAN STREET,223 TROUTMAN STREET,11237,Brooklyn,Indoor Air Quality,Dust from Construction,2011-03-24,40.702273999999996,-73.9271,Bushwick North,williamsburg - bushwick
1066,522,EAST 5 STREET,522 EAST 5 STREET,10009,Manhattan,Indoor Air Quality,Dust from Construction,2011-10-18,40.724556,-73.983696,East Village,union square - lower east side
1080,64,4 PLACE,64 4 PLACE,11231,Brooklyn,Indoor Air Quality,Dust from Construction,2013-11-25,40.678225,-73.999383,Carroll Gardens-Columbia Street-Red Hook,downtown - heights - slope
1084,214,WEST 109 STREET,214 WEST 109 STREET,10025,Manhattan,Indoor Air Quality,Dust from Construction,2012-04-26,40.802774,-73.965274,Morningside Heights,upper west side
1096,268,DEAN STREET,268 DEAN STREET,11217,Brooklyn,Indoor Air Quality,Dust from Construction,2013-11-26,40.684531,-73.982812,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,downtown - heights - slope
1114,970,ST MARKS AVENUE,970 ST MARKS AVENUE,11213,Brooklyn,Indoor Air Quality,Dust from Construction,2013-11-27,40.674625,-73.939564,Crown Heights North,bedford stuyvesant - crown heights
1126,125,PUTNAM AVENUE,125 PUTNAM AVENUE,11238,Brooklyn,Indoor Air Quality,Dust from Construction,2013-11-29,40.683248,-73.956925,Clinton Hill,bedford stuyvesant - crown heights
1133,341,LENOX AVENUE,341 LENOX AVENUE,10027,Manhattan,Indoor Air Quality,Dust from Construction,2010-12-02,40.80921,-73.944449,Central Harlem North-Polo Grounds,central harlem - morningside heights
1164,772,JEFFERSON AVENUE,772 JEFFERSON AVENUE,11221,Brooklyn,Indoor Air Quality,Dust from Construction,2012-07-03,40.686043,-73.92597099999999,Stuyvesant Heights,williamsburg - bushwick
1169,268,DEAN STREET,268 DEAN STREET,11217,Brooklyn,Indoor Air Quality,Dust from Construction,2013-12-03,40.684531,-73.982812,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,downtown - heights - slope
1174,527,WEST 135 STREET,527 WEST 135 STREET,10031,Manhattan,Indoor Air Quality,Dust from Construction,2010-07-31,40.819326000000004,-73.953122,Manhattanville,washington heights
1178,295,LAFAYETTE STREET,295 LAFAYETTE STREET,10012,Manhattan,Indoor Air Quality,Dust from Construction,2011-12-20,40.724537,-73.995761,SoHo-TriBeCa-Civic Center-Little Italy,greenwich village - soho
1182,89,CHRISTOPHER STREET,89 CHRISTOPHER STREET,10014,Manhattan,Indoor Air Quality,Dust from Construction,2013-12-04,40.733463,-74.003879,West Village,greenwich village - soho
1192,268,DEAN STREET,268 DEAN STREET,11217,Brooklyn,Indoor Air Quality,Dust from Construction,2013-12-05,40.684531,-73.982812,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,downtown - heights - slope
1193,268,DEAN STREET,268 DEAN STREET,11217,Brooklyn,Indoor Air Quality,Dust from Construction,2013-12-05,40.684531,-73.982812,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,downtown - heights - slope
1194,332,CENTRAL AVENUE,332 CENTRAL AVENUE,11221,Brooklyn,Indoor Air Quality,Dust from Construction,2013-12-05,40.695328,-73.920328,Bushwick South,williamsburg - bushwick
1200,50,KING STREET,50 KING STREET,10014,Manhattan,Indoor Air Quality,Dust from Construction,2012-12-01,40.727793,-74.004604,SoHo-TriBeCa-Civic Center-Little Italy,greenwich village - soho
1204,227,RIVERSIDE DRIVE,227 RIVERSIDE DRIVE,10025,Manhattan,Indoor Air Quality,Dust from Construction,2013-12-05,40.795347,-73.976037,Upper West Side,upper west side
1210,22,SPRING STREET,22 SPRING STREET,10012,Manhattan,Indoor Air Quality,Dust from Construction,2013-12-05,40.721472,-73.995126,SoHo-TriBeCa-Civic Center-Little Italy,greenwich village - soho
1213,419,LAFAYETTE STREET,419 LAFAYETTE STREET,10003,Manhattan,Indoor Air Quality,Dust from Construction,2013-12-06,40.728789,-73.99234399999999,West Village,union square - lower east side
1216,419,LAFAYETTE STREET,419 LAFAYETTE STREET,10003,Manhattan,Indoor Air Quality,Dust from Construction,2013-12-06,40.728789,-73.99234399999999,West Village,union square - lower east side
1233,1129,DECATUR STREET,1129 DECATUR STREET,11207,Brooklyn,Indoor Air Quality,Dust from Construction,2013-12-07,40.687540000000006,-73.908767,Bushwick South,east new york
1246,609,WEST 175 STREET,609 WEST 175 STREET,10033,Manhattan,Indoor Air Quality,Dust from Construction,2010-10-19,40.845599,-73.936944,Washington Heights South,washington heights
1249,3830,PAULDING AVENUE,3830 PAULDING AVENUE,10469,Bronx,Indoor Air Quality,Dust from Construction,2011-04-08,40.881929,-73.853926,Williamsbridge-Olinville,northeast bronx
1258,219,FRANKLIN STREET,219 FRANKLIN STREET,11222,Brooklyn,Indoor Air Quality,Dust from Construction,2013-12-09,40.734526,-73.95836700000001,Greenpoint,greenpoint
1264,96,AVENUE A,96 AVENUE A,10009,Manhattan,Indoor Air Quality,Dust from Construction,2013-12-09,40.725596,-73.983855,East Village,union square - lower east side
1281,774,CLASSON AVENUE,774 CLASSON AVENUE,11238,Brooklyn,Indoor Air Quality,Dust from Construction,2013-12-11,40.673618,-73.960539,Prospect Heights,bedford stuyvesant - crown heights
1284,390,RIVERSIDE DRIVE,390 RIVERSIDE DRIVE,10025,Manhattan,Indoor Air Quality,Dust from Construction,2013-12-11,40.805442,-73.96741800000001,Morningside Heights,upper west side
1287,110,9 AVENUE,110 9 AVENUE,10011,Manhattan,Indoor Air Quality,Dust from Construction,2013-12-11,40.742985,-74.003869,Hudson Yards-Chelsea-Flatiron-Union Square,chelsea - clinton
1304,86,THOMPSON STREET,86 THOMPSON STREET,10012,Manhattan,Indoor Air Quality,Dust from Construction,2013-12-12,40.725111,-74.00241700000001,SoHo-TriBeCa-Civic Center-Little Italy,greenwich village - soho
1312,212,AVENUE B,212 AVENUE B,10009,Manhattan,Indoor Air Quality,Dust from Construction,2010-12-02,40.728603,-73.978651,East Village,union square - lower east side
1341,125,PUTNAM AVENUE,125 PUTNAM AVENUE,11238,Brooklyn,Indoor Air Quality,Dust from Construction,2013-12-13,40.683248,-73.956925,Clinton Hill,bedford stuyvesant - crown heights
1349,89,CHRISTOPHER STREET,89 CHRISTOPHER STREET,10014,Manhattan,Indoor Air Quality,Dust from Construction,2013-12-14,40.733463,-74.003879,West Village,greenwich village - soho
1353,1176,PUTNAM AVENUE,1176 PUTNAM AVENUE,11221,Brooklyn,Indoor Air Quality,Dust from Construction,2013-12-14,40.690073999999996,-73.916793,Bushwick South,williamsburg - bushwick
1364,110,9 AVENUE,110 9 AVENUE,10011,Manhattan,Indoor Air Quality,Dust from Construction,2013-12-15,40.742985,-74.003869,Hudson Yards-Chelsea-Flatiron-Union Square,chelsea - clinton
1371,331,EAST 58 STREET,331 EAST 58 STREET,10022,Manhattan,Indoor Air Quality,Dust from Construction,2013-12-16,40.759485999999995,-73.963596,Turtle Bay-East Midtown,gramercy park - murray hill
1377,15,WEST 47 STREET,15 WEST 47 STREET,10036,Manhattan,Indoor Air Quality,Dust from Construction,2013-12-17,40.757003000000005,-73.97936800000001,Midtown-Midtown South,chelsea - clinton
1380,515,EAST 76 STREET,515 EAST 76 STREET,10021,Manhattan,Indoor Air Quality,Dust from Construction,2010-10-19,40.769203999999995,-73.95127,Lenox Hill-Roosevelt Island,upper east side
1390,268,DEAN STREET,268 DEAN STREET,11217,Brooklyn,Indoor Air Quality,Dust from Construction,2013-12-18,40.684531,-73.982812,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,downtown - heights - slope
