,Incident_Address_Street_Number,Incident_Address_Street_Name,Incident_Address,Incident_Address_Zip,Incident_Address_Borough,Complaint_Type_311,Descriptor_1_311,Date_Received,Latitude,Longitude,NTA,UHF_42
13805,180,MADISON AVENUE,180 MADISON AVENUE,10016,Manhattan,Mold,Public Complaint - Comm Location,2012-02-06,40.747513,-73.983153,Midtown-Midtown South,gramercy park - murray hill
13827,2482,3 AVENUE,2482 3 AVENUE,10454,Bronx,Mold,Workplace - 10 or Less Staff,2011-11-08,40.809808000000004,-73.928904,Mott Haven-Port Morris,hunts point - mott haven
13852,39,CORNELIA STREET,39 CORNELIA STREET,11221,Brooklyn,Mold,Public Complaint - Comm Location,2013-01-23,40.688285,-73.917405,Bushwick South,williamsburg - bushwick
13855,104-28,JAMAICA AVENUE,104-28 JAMAICA AVENUE,11418,Queens,Mold,Public Complaint - Comm Location,2013-05-11,40.695192999999996,-73.842676,Richmond Hill,southwest queens
13905,284,ADA DRIVE,284 ADA DRIVE,10314,Staten Island,Mold,Public Complaint - Comm Location,2015-12-14,40.621499,-74.164423,Mariner's Harbor-Arlington-Port Ivory-Graniteville,willowbrook
13919,488,MADISON AVENUE,488 MADISON AVENUE,10022,Manhattan,Mold,Public Complaint - Comm Location,2010-12-20,40.758888,-73.974855,Midtown-Midtown South,gramercy park - murray hill
13947,895,1 AVENUE,895 1 AVENUE,10022,Manhattan,Mold,Public Complaint - Comm Location,2015-12-16,40.754102,-73.96600699999999,Turtle Bay-East Midtown,gramercy park - murray hill
13960,4115,CHURCH AVENUE,4115 CHURCH AVENUE,11203,Brooklyn,Mold,Public Complaint - Comm Location,2015-12-17,40.651346000000004,-73.938811,East Flatbush-Farragut,east flatbush - flatbush
13999,160,WEST 146 STREET,160 WEST 146 STREET,10039,Manhattan,Mold,Public Complaint - Comm Location,2015-12-21,40.821771999999996,-73.937332,Central Harlem North-Polo Grounds,central harlem - morningside heights
14043,3231,RICHMOND AVENUE,3231 RICHMOND AVENUE,10312,Staten Island,Mold,Public Complaint - Comm Location,2015-12-24,40.5604,-74.169765,Great Kills,south beach - tottenville
14063,141,BROWNING AVENUE,141 BROWNING AVENUE,10314,Staten Island,Mold,Public Complaint - Comm Location,2015-12-27,40.599717999999996,-74.118679,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,willowbrook
14070,3231,RICHMOND AVENUE,3231 RICHMOND AVENUE,10312,Staten Island,Mold,Public Complaint - Comm Location,2015-12-28,40.5604,-74.169765,Great Kills,south beach - tottenville
14099,7620,BAY PARKWAY,7620 BAY PARKWAY,11214,Brooklyn,Mold,Workplace - 10 or Less Staff,2011-09-21,40.607107,-73.98845,Bensonhurst West,bensonhurst - bay ridge
14105,66-56,GRAND AVENUE,66-56 GRAND AVENUE,11378,Queens,Mold,Public Complaint - Comm Location,2015-12-29,40.724731,-73.897539,Maspeth,west queens
14124,161,FRONT STREET,161 FRONT STREET,10038,Manhattan,Mold,Public Complaint - Comm Location,2015-12-30,40.706051,-74.0051,Battery Park City-Lower Manhattan,lower manhattan
14135,96,EBONY COURT,96 EBONY COURT,11229,Brooklyn,Mold,Public Complaint - Comm Location,2015-12-30,40.594678,-73.930516,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,coney island - sheepshead bay
14166,177,32 STREET,177 32 STREET,11232,Brooklyn,Mold,Public Complaint - Comm Location,2012-08-12,40.656001,-74.001168,Sunset Park West,sunset park
14168,207,BEACH 116 STREET,207 BEACH 116 STREET,11694,Queens,Mold,Public Complaint - Comm Location,2013-03-11,40.579962,-73.837299,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,rockaway
14197,26,UNION COURT,26 UNION COURT,10303,Staten Island,Mold,Public Complaint - Comm Location,2016-01-05,40.631118,-74.15772,Mariner's Harbor-Arlington-Port Ivory-Graniteville,port richmond
14216,156-45,84 STREET,156-45 84 STREET,11414,Queens,Mold,Public Complaint - Comm Location,2016-01-06,40.661871999999995,-73.849225,Lindenwood-Howard Beach,southwest queens
14236,111-32,FARMERS BOULEVARD,111-32 FARMERS BOULEVARD,11412,Queens,Mold,Public Complaint - Comm Location,2012-10-08,40.701318,-73.764966,St. Albans,jamaica
14247,1737,POPHAM AVENUE,1737 POPHAM AVENUE,10453,Bronx,Mold,Public Complaint - Comm Location,2016-01-08,40.850827,-73.919397,University Heights-Morris Heights,crotona -tremont
14284,205,WEST 23 STREET,205 WEST 23 STREET,10011,Manhattan,Mold,Public Complaint - Comm Location,2013-01-07,40.744319,-73.996146,Hudson Yards-Chelsea-Flatiron-Union Square,chelsea - clinton
14302,7620,BAY PARKWAY,7620 BAY PARKWAY,11214,Brooklyn,Mold,Public Complaint - Comm Location,2011-05-16,40.607107,-73.98845,Bensonhurst West,bensonhurst - bay ridge
14318,125,CANAL STREET,125 CANAL STREET,10002,Manhattan,Mold,Public Complaint - Comm Location,2016-01-11,40.715911,-73.99510500000001,Chinatown,lower east side
14341,51-60,MARATHON PARKWAY,51-60 MARATHON PARKWAY,11362,Queens,Mold,Public Complaint - Comm Location,2016-01-12,40.762708,-73.733694,Douglas Manor-Douglaston-Little Neck,bayside - littleneck
14466,7620,BAY PARKWAY,7620 BAY PARKWAY,11214,Brooklyn,Mold,Public Complaint - Comm Location,2011-05-16,40.607107,-73.98845,Bensonhurst West,bensonhurst - bay ridge
14470,244,BUEL AVENUE,244 BUEL AVENUE,10305,Staten Island,Mold,Public Complaint - Comm Location,2013-03-11,40.585769,-74.09445699999999,Old Town-Dongan Hills-South Beach,stapleton - st. george
14489,440,EAST 138 STREET,440 EAST 138 STREET,10454,Bronx,Mold,Public Complaint - Comm Location,2016-01-21,40.80853,-73.92154000000001,Mott Haven-Port Morris,hunts point - mott haven
14495,39,BOUTON LANE,39 BOUTON LANE,10312,Staten Island,Mold,Public Complaint - Comm Location,2016-01-21,40.544990999999996,-74.19561,Arden Heights,south beach - tottenville
14502,235,EAST 106 STREET,235 EAST 106 STREET,10029,Manhattan,Mold,Public Complaint - Comm Location,2016-01-22,40.791026,-73.943359,East Harlem South,east harlem
14516,1518,BERGEN STREET,1518 BERGEN STREET,11213,Brooklyn,Mold,Public Complaint - Comm Location,2011-01-07,40.675156,-73.932826,Crown Heights North,bedford stuyvesant - crown heights
14553,1901,EMMONS AVENUE,1901 EMMONS AVENUE,11235,Brooklyn,Mold,Public Complaint - Comm Location,2013-02-03,40.583565,-73.949432,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,coney island - sheepshead bay
14603,2225,VOORHIES AVENUE,2225 VOORHIES AVENUE,11235,Brooklyn,Mold,Public Complaint - Comm Location,2012-11-13,40.586556,-73.94631899999999,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,coney island - sheepshead bay
14614,39,BOUTON LANE,39 BOUTON LANE,10312,Staten Island,Mold,Public Complaint - Comm Location,2016-01-29,40.544990999999996,-74.19561,Arden Heights,south beach - tottenville
14628,55,EAST MOSHOLU PARKWAY NORTH,55 EAST MOSHOLU PARKWAY NORTH,10467,Bronx,Mold,Public Complaint - Comm Location,2016-01-30,40.879256,-73.883125,Norwood,fordham - bronx pk
14696,1705,SHEEPSHEAD BAY ROAD,1705 SHEEPSHEAD BAY ROAD,11235,Brooklyn,Mold,Public Complaint - Comm Location,2016-02-03,40.585751,-73.951756,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,coney island - sheepshead bay
14754,23,ST MARKS PLACE,23 ST MARKS PLACE,10003,Manhattan,Mold,Public Complaint - Comm Location,2016-02-09,40.729008,-73.988609,East Village,union square - lower east side
14760,140,PALMA DRIVE,140 PALMA DRIVE,10304,Staten Island,Mold,Public Complaint - Comm Location,2016-02-09,40.611508,-74.083177,Grymes Hill-Clifton-Fox Hills,stapleton - st. george
14775,2385,RICHMOND AVENUE,2385 RICHMOND AVENUE,10314,Staten Island,Mold,Public Complaint - Comm Location,2016-02-10,40.590395,-74.166096,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,willowbrook
14776,2385,RICHMOND AVENUE,2385 RICHMOND AVENUE,10314,Staten Island,Mold,Public Complaint - Comm Location,2016-02-10,40.590395,-74.166096,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,willowbrook
14778,350,FULTON STREET,350 FULTON STREET,11201,Brooklyn,Mold,Public Complaint - Comm Location,2016-02-10,40.691907,-73.98849,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,downtown - heights - slope
14782,23,ST MARKS PLACE,23 ST MARKS PLACE,10003,Manhattan,Mold,Public Complaint - Comm Location,2016-02-10,40.729008,-73.988609,East Village,union square - lower east side
14783,168,ROMA AVENUE,168 ROMA AVENUE,10306,Staten Island,Mold,Public Complaint - Comm Location,2016-02-10,40.561879,-74.103468,New Dorp-Midland Beach,south beach - tottenville
14787,1518,BERGEN STREET,1518 BERGEN STREET,11213,Brooklyn,Mold,Public Complaint - Comm Location,2011-01-07,40.675156,-73.932826,Crown Heights North,bedford stuyvesant - crown heights
14803,57,CLEVELAND PLACE,57 CLEVELAND PLACE,10305,Staten Island,Mold,Public Complaint - Comm Location,2016-02-11,40.602182,-74.06881800000001,Grasmere-Arrochar-Ft. Wadsworth,stapleton - st. george
14901,130-45,91 AVENUE,130-45 91 AVENUE,11418,Queens,Mold,Public Complaint - Comm Location,2016-02-17,40.698357,-73.820053,Richmond Hill,southwest queens
14913,215,WEST 40 STREET,215 WEST 40 STREET,10018,Manhattan,Mold,Public Complaint - Comm Location,2012-05-02,40.755056,-73.98859399999999,Midtown-Midtown South,chelsea - clinton
14930,907,CROSS BAY BOULEVARD,907 CROSS BAY BOULEVARD,11693,Queens,Mold,Public Complaint - Comm Location,2012-12-04,40.606324,-73.819552,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,rockaway
14974,49,RENFREW PLACE,49 RENFREW PLACE,10303,Staten Island,Mold,Public Complaint - Comm Location,2016-02-21,40.626034999999995,-74.147186,Mariner's Harbor-Arlington-Port Ivory-Graniteville,port richmond
14981,1623,KINGS HIGHWAY,1623 KINGS HIGHWAY,11229,Brooklyn,Mold,Public Complaint - Comm Location,2012-08-29,40.609263,-73.957131,Madison,coney island - sheepshead bay
14982,909,CROSS BAY BOULEVARD,909 CROSS BAY BOULEVARD,11693,Queens,Mold,Public Complaint - Comm Location,2012-12-04,40.606316,-73.819556,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,rockaway
15023,141,SOUTH RAILROAD STREET,141 SOUTH RAILROAD STREET,10312,Staten Island,Mold,Public Complaint - Comm Location,2011-09-05,40.539051,-74.182313,Annadale-Huguenot-Prince's Bay-Eltingville,south beach - tottenville
15076,62-35,ALMEDA AVENUE,62-35 ALMEDA AVENUE,11692,Queens,Mold,Public Complaint - Comm Location,2016-02-29,40.597215000000006,-73.79249399999999,Hammels-Arverne-Edgemere,rockaway
15101,401,7 AVENUE,401 7 AVENUE,10001,Manhattan,Mold,Public Complaint - Comm Location,2016-03-01,40.749794,-73.991486,Midtown-Midtown South,chelsea - clinton
15103,930,EAST 212 STREET,930 EAST 212 STREET,10469,Bronx,Mold,Public Complaint - Comm Location,2016-03-01,40.87661,-73.858497,Williamsbridge-Olinville,northeast bronx
15104,250,BEDFORD PARK BLVD W,250 BEDFORD PARK BLVD W,10468,Bronx,Mold,Public Complaint - Comm Location,2016-03-01,40.875028,-73.89286,Van Cortlandt Village,fordham - bronx pk
15114,160,CONVENT AVENUE,160 CONVENT AVENUE,10031,Manhattan,Mold,Public Complaint - Comm Location,2016-03-02,40.819196000000005,-73.950221,Manhattanville,washington heights
15147,3051,VALENTINE AVENUE,3051 VALENTINE AVENUE,10458,Bronx,Mold,Public Complaint - Comm Location,2012-08-13,40.873853999999994,-73.884957,Bedford Park-Fordham North,fordham - bronx pk
15155,328,WEST 48 STREET,328 WEST 48 STREET,10036,Manhattan,Mold,Public Complaint - Comm Location,2016-03-03,40.761448,-73.988019,Clinton,chelsea - clinton
15162,1500,BOSTON ROAD,1500 BOSTON ROAD,10460,Bronx,Mold,Public Complaint - Comm Location,2016-03-04,40.834973,-73.894052,Crotona Park East,crotona -tremont
15170,192,BEACH 116 STREET,192 BEACH 116 STREET,11694,Queens,Mold,Public Complaint - Comm Location,2011-10-07,40.579448,-73.836977,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,rockaway
15201,183-25,BRINKERHOFF AVENUE,183-25 BRINKERHOFF AVENUE,11412,Queens,Mold,Public Complaint - Comm Location,2016-03-07,40.701011,-73.77170100000001,St. Albans,jamaica
15204,2421,KINGSLAND AVENUE,2421 KINGSLAND AVENUE,10469,Bronx,Mold,Public Complaint - Comm Location,2016-03-07,40.861365,-73.83899699999999,Allerton-Pelham Gardens,northeast bronx
15211,168,ROMA AVENUE,168 ROMA AVENUE,10306,Staten Island,Mold,Public Complaint - Comm Location,2016-03-07,40.561879,-74.103468,New Dorp-Midland Beach,south beach - tottenville
15227,1755,WATSON AVENUE,1755 WATSON AVENUE,10472,Bronx,Mold,Public Complaint - Comm Location,2016-03-08,40.827537,-73.867455,Soundview-Bruckner,pelham - throgs neck
15243,14-83,BEACH CHANNEL DRIVE,14-83 BEACH CHANNEL DRIVE,11691,Queens,Mold,Public Complaint - Comm Location,2012-12-26,40.61011,-73.753578,Far Rockaway-Bayswater,rockaway
15264,304,EAST 42 STREET,304 EAST 42 STREET,10017,Manhattan,Mold,Public Complaint - Comm Location,2012-10-25,40.749673,-73.971867,Turtle Bay-East Midtown,gramercy park - murray hill
15265,202,BEACH 144 STREET,202 BEACH 144 STREET,11694,Queens,Mold,Public Complaint - Comm Location,2012-11-24,40.571219,-73.860134,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,rockaway
15274,325,EAST 98 STREET,325 EAST 98 STREET,11212,Brooklyn,Mold,Public Complaint - Comm Location,2016-03-10,40.660157,-73.917523,Brownsville,bedford stuyvesant - crown heights
15294,2421,KINGSLAND AVENUE,2421 KINGSLAND AVENUE,10469,Bronx,Mold,Public Complaint - Comm Location,2016-03-11,40.861365,-73.83899699999999,Allerton-Pelham Gardens,northeast bronx
15310,33,EAST 17 STREET,33 EAST 17 STREET,10003,Manhattan,Mold,Public Complaint - Comm Location,2013-07-16,40.737026,-73.990062,Hudson Yards-Chelsea-Flatiron-Union Square,union square - lower east side
15375,1497,NEEDHAM AVENUE,1497 NEEDHAM AVENUE,10469,Bronx,Mold,Public Complaint - Comm Location,2011-03-15,40.880088,-73.84820500000001,Eastchester-Edenwald-Baychester,northeast bronx
15402,19,WEST 21 STREET,19 WEST 21 STREET,10010,Manhattan,Mold,Public Complaint - Comm Location,2013-05-01,40.740649,-73.99140799999999,Hudson Yards-Chelsea-Flatiron-Union Square,gramercy park - murray hill
15417,4017,AVENUE R,4017 AVENUE R,11234,Brooklyn,Mold,Public Complaint - Comm Location,2011-12-26,40.615006,-73.931914,Georgetown-Marine Park-Bergen Beach-Mill Basin,canarsie - flatlands
15453,385,RAMONA AVENUE,385 RAMONA AVENUE,10312,Staten Island,Mold,Public Complaint - Comm Location,2016-03-20,40.538377000000004,-74.198257,Rossville-Woodrow,south beach - tottenville
15454,45,ROCKWELL PLACE,45 ROCKWELL PLACE,11217,Brooklyn,Mold,Public Complaint - Comm Location,2016-03-20,40.688798999999996,-73.979349,Fort Greene,downtown - heights - slope
15495,11-11,HAZEN STREET,11-11 HAZEN STREET,11370,Queens,Mold,Public Complaint - Comm Location,2012-12-04,40.793704999999996,-73.884135,Rikers Island,west queens
15498,300,WEST 30 STREET,300 WEST 30 STREET,10001,Manhattan,Mold,Public Complaint - Comm Location,2016-03-22,40.74985,-73.995727,Hudson Yards-Chelsea-Flatiron-Union Square,chelsea - clinton
15530,385,RAMONA AVENUE,385 RAMONA AVENUE,10312,Staten Island,Mold,Public Complaint - Comm Location,2016-03-24,40.538377000000004,-74.198257,Rossville-Woodrow,south beach - tottenville
15533,19,WEST 21 STREET,19 WEST 21 STREET,10010,Manhattan,Mold,Workplace - 10 or Less Staff,2010-07-21,40.740649,-73.99140799999999,Hudson Yards-Chelsea-Flatiron-Union Square,gramercy park - murray hill
15554,2811,BOSTON ROAD,2811 BOSTON ROAD,10469,Bronx,Mold,Public Complaint - Comm Location,2016-03-27,40.867096999999994,-73.86032900000001,Allerton-Pelham Gardens,northeast bronx
15570,311,SEA BREEZE AVENUE,311 SEA BREEZE AVENUE,11224,Brooklyn,Mold,Public Complaint - Comm Location,2016-03-28,40.575984000000005,-73.972386,West Brighton,coney island - sheepshead bay
15584,310,EAST 46 STREET,310 EAST 46 STREET,10017,Manhattan,Mold,Public Complaint - Comm Location,2016-03-29,40.752154,-73.96983399999999,Turtle Bay-East Midtown,gramercy park - murray hill
15595,1737,POPHAM AVENUE,1737 POPHAM AVENUE,10453,Bronx,Mold,Public Complaint - Comm Location,2016-03-29,40.850827,-73.919397,University Heights-Morris Heights,crotona -tremont
15599,270,WEST 38 STREET,270 WEST 38 STREET,10018,Manhattan,Mold,Public Complaint - Comm Location,2016-03-29,40.754282,-73.990641,Midtown-Midtown South,chelsea - clinton
15623,385,RAMONA AVENUE,385 RAMONA AVENUE,10312,Staten Island,Mold,Public Complaint - Comm Location,2016-03-30,40.538377000000004,-74.198257,Rossville-Woodrow,south beach - tottenville
15642,325,EAST 98 STREET,325 EAST 98 STREET,11212,Brooklyn,Mold,Public Complaint - Comm Location,2016-03-31,40.660157,-73.917523,Brownsville,bedford stuyvesant - crown heights
15644,115,DAHLGREN PLACE,115 DAHLGREN PLACE,11228,Brooklyn,Mold,Public Complaint - Comm Location,2016-03-31,40.616948,-74.025001,Dyker Heights,bensonhurst - bay ridge
15659,653,GRAND STREET,653 GRAND STREET,11211,Brooklyn,Mold,Public Complaint - Comm Location,2016-03-31,40.71143,-73.946244,East Williamsburg,greenpoint
15664,228,1 AVENUE,228 1 AVENUE,10009,Manhattan,Mold,Public Complaint - Comm Location,2016-04-01,40.731058000000004,-73.98276,East Village,union square - lower east side
15666,228,1 AVENUE,228 1 AVENUE,10009,Manhattan,Mold,Public Complaint - Comm Location,2016-04-01,40.731058000000004,-73.98276,East Village,union square - lower east side
15684,218,BEACH ROAD,218 BEACH ROAD,10312,Staten Island,Mold,Public Complaint - Comm Location,2016-04-02,40.538965999999995,-74.154164,Great Kills,south beach - tottenville
15695,2900,BEDFORD AVENUE,2900 BEDFORD AVENUE,11210,Brooklyn,Mold,Public Complaint - Comm Location,2016-04-04,40.631691,-73.952656,Flatbush,east flatbush - flatbush
15707,100,WEST 57 STREET,100 WEST 57 STREET,10019,Manhattan,Mold,Public Complaint - Comm Location,2013-01-23,40.764428,-73.97747,Midtown-Midtown South,chelsea - clinton
15709,945,KINGS HIGHWAY,945 KINGS HIGHWAY,11223,Brooklyn,Mold,Public Complaint - Comm Location,2016-04-05,40.607096000000006,-73.962671,Homecrest,coney island - sheepshead bay
15735,1309,FULTON AVENUE,1309 FULTON AVENUE,10456,Bronx,Mold,Public Complaint - Comm Location,2016-04-06,40.832853,-73.903028,Claremont-Bathgate,high bridge - morrisania
15746,65-30,KISSENA BLVD,65-30 KISSENA BLVD,11367,Queens,Mold,Public Complaint - Comm Location,2016-04-07,40.736707,-73.81470300000001,Kew Gardens Hills,fresh meadows
15776,310,WILD AVENUE,310 WILD AVENUE,10314,Staten Island,Mold,Public Complaint - Comm Location,2011-10-07,40.586631,-74.1917,New Springville-Bloomfield-Travis,willowbrook
15864,59,SCHOLES STREET,59 SCHOLES STREET,11206,Brooklyn,Mold,Public Complaint - Comm Location,2011-02-07,40.708378,-73.947761,East Williamsburg,williamsburg - bushwick
15881,134,WEST 28 STREET,134 WEST 28 STREET,10001,Manhattan,Mold,Public Complaint - Comm Location,2016-04-15,40.746503999999995,-73.991638,Midtown-Midtown South,chelsea - clinton
15886,902,BROADWAY,902 BROADWAY,10010,Manhattan,Mold,Public Complaint - Comm Location,2016-04-16,40.739278999999996,-73.989726,Hudson Yards-Chelsea-Flatiron-Union Square,gramercy park - murray hill
15900,156-45,84 STREET,156-45 84 STREET,11414,Queens,Mold,Public Complaint - Comm Location,2016-04-17,40.661871999999995,-73.849225,Lindenwood-Howard Beach,southwest queens
15915,87-25,136 STREET,87-25 136 STREET,11418,Queens,Mold,Public Complaint - Comm Location,2016-04-18,40.704899,-73.818957,Kew Gardens,southwest queens
15919,32-04,NORTHERN BOULEVARD,32-04 NORTHERN BOULEVARD,11101,Queens,Mold,Public Complaint - Comm Location,2016-04-18,40.751954,-73.932117,Hunters Point-Sunnyside-West Maspeth,long island city - astoria
15938,250,WEST HOUSTON STREET,250 WEST HOUSTON STREET,10014,Manhattan,Mold,Public Complaint - Comm Location,2016-04-19,40.728677000000005,-74.005993,West Village,greenwich village - soho
15950,1,REWE STREET,1 REWE STREET,11211,Brooklyn,Mold,Public Complaint - Comm Location,2016-04-20,40.715721,-73.933492,East Williamsburg,greenpoint
15992,2811,BOSTON ROAD,2811 BOSTON ROAD,10469,Bronx,Mold,Public Complaint - Comm Location,2016-04-22,40.867096999999994,-73.86032900000001,Allerton-Pelham Gardens,northeast bronx
16008,156-45,84 STREET,156-45 84 STREET,11414,Queens,Mold,Public Complaint - Comm Location,2016-04-23,40.661871999999995,-73.849225,Lindenwood-Howard Beach,southwest queens
16046,1872,EAST 36 STREET,1872 EAST 36 STREET,11234,Brooklyn,Mold,Public Complaint - Comm Location,2016-04-27,40.611878000000004,-73.933729,Georgetown-Marine Park-Bergen Beach-Mill Basin,canarsie - flatlands
16085,902,BROADWAY,902 BROADWAY,10010,Manhattan,Mold,Public Complaint - Comm Location,2016-04-29,40.739278999999996,-73.989726,Hudson Yards-Chelsea-Flatiron-Union Square,gramercy park - murray hill
16094,267,AINSLIE STREET,267 AINSLIE STREET,11211,Brooklyn,Mold,Public Complaint - Comm Location,2016-04-30,40.713188,-73.943176,East Williamsburg,greenpoint
16135,21-07,41 AVENUE,21-07 41 AVENUE,11101,Queens,Mold,Public Complaint - Comm Location,2016-05-03,40.7539,-73.942228,Queensbridge-Ravenswood-Long Island City,long island city - astoria
16173,75,West End Avenue,75 West End Avenue,10023,Manhattan,Mold,Public Complaint - Comm Location,2013-05-11,40.77422,-73.989237,Lincoln Square,upper west side
16201,7023,VETERANS AVENUE,7023 VETERANS AVENUE,11234,Brooklyn,Mold,Public Complaint - Comm Location,2016-05-07,40.620098,-73.908585,Georgetown-Marine Park-Bergen Beach-Mill Basin,canarsie - flatlands
16226,139-01,GRAND CENTRAL PARKWAY,139-01 GRAND CENTRAL PARKWAY,11435,Queens,Mold,Public Complaint - Comm Location,2016-05-10,40.717178999999994,-73.81895300000001,Kew Gardens Hills,jamaica
16242,511,LEXINGTON AVENUE,511 LEXINGTON AVENUE,10017,Manhattan,Mold,Public Complaint - Comm Location,2012-06-06,40.755103000000005,-73.97320400000001,Turtle Bay-East Midtown,gramercy park - murray hill
16244,142,CROWELL AVENUE,142 CROWELL AVENUE,10314,Staten Island,Mold,Public Complaint - Comm Location,2016-05-11,40.615567,-74.128461,Westerleigh,willowbrook
16248,1617,BERGEN STREET,1617 BERGEN STREET,11213,Brooklyn,Mold,Public Complaint - Comm Location,2016-05-11,40.674987,-73.92943000000001,Crown Heights North,bedford stuyvesant - crown heights
16269,2815,GLENWOOD ROAD,2815 GLENWOOD ROAD,11210,Brooklyn,Mold,Public Complaint - Comm Location,2016-05-12,40.634152,-73.95004200000001,Flatbush,east flatbush - flatbush
16285,797,BRIGHTON AVENUE,797 BRIGHTON AVENUE,10301,Staten Island,Mold,Public Complaint - Comm Location,2016-05-13,40.632448,-74.09716800000001,New Brighton-Silver Lake,stapleton - st. george
16290,1067,PARK AVENUE,1067 PARK AVENUE,10128,Manhattan,Mold,Public Complaint - Comm Location,2010-11-21,40.781137,-73.956486,Upper East Side-Carnegie Hill,upper east side
16324,784,COLUMBUS AVENUE,784 COLUMBUS AVENUE,10025,Manhattan,Mold,Public Complaint - Comm Location,2016-05-16,40.794416999999996,-73.966398,Upper West Side,upper west side
16329,195,2 AVENUE,195 2 AVENUE,10003,Manhattan,Mold,Public Complaint - Comm Location,2016-05-17,40.731204,-73.985784,East Village,union square - lower east side
16337,3611,BARNES AVENUE,3611 BARNES AVENUE,10467,Bronx,Mold,Public Complaint - Comm Location,2011-02-19,40.878692,-73.861643,Williamsbridge-Olinville,fordham - bronx pk
16347,250,WEST HOUSTON STREET,250 WEST HOUSTON STREET,10014,Manhattan,Mold,Public Complaint - Comm Location,2016-05-18,40.728677000000005,-74.005993,West Village,greenwich village - soho
16348,30,TUDOR TERRACE,30 TUDOR TERRACE,11224,Brooklyn,Mold,Public Complaint - Comm Location,2016-05-18,40.575855,-74.003395,Seagate-Coney Island,coney island - sheepshead bay
16392,439,WEST 263 STREET,439 WEST 263 STREET,10471,Bronx,Mold,Public Complaint - Comm Location,2016-05-22,40.912572,-73.90151800000001,North Riverdale-Fieldston-Riverdale,kingsbridge - riverdale
16398,212,CROMWELL AVENUE,212 CROMWELL AVENUE,10305,Staten Island,Mold,Public Complaint - Comm Location,2016-05-23,40.589444,-74.094649,Old Town-Dongan Hills-South Beach,stapleton - st. george
16447,225-23,MERRICK BOULEVARD,225-23 MERRICK BOULEVARD,11413,Queens,Mold,Public Complaint - Comm Location,2016-05-25,40.677505,-73.744515,Laurelton,southeast queens
16472,1668,PITKIN AVENUE,1668 PITKIN AVENUE,11212,Brooklyn,Mold,Public Complaint - Comm Location,2016-05-26,40.669518,-73.911801,Brownsville,bedford stuyvesant - crown heights
16534,306,WEST 38 STREET,306 WEST 38 STREET,10018,Manhattan,Mold,Public Complaint - Comm Location,2016-05-30,40.754933,-73.992186,Hudson Yards-Chelsea-Flatiron-Union Square,chelsea - clinton
16535,385,RAMONA AVENUE,385 RAMONA AVENUE,10312,Staten Island,Mold,Public Complaint - Comm Location,2016-05-30,40.538377000000004,-74.198257,Rossville-Woodrow,south beach - tottenville
16536,115-02,OCEAN PROMENADE,115-02 OCEAN PROMENADE,11694,Queens,Mold,Public Complaint - Comm Location,2016-05-31,40.578035,-73.835274,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,rockaway
16543,260,LENOX AVENUE,260 LENOX AVENUE,10027,Manhattan,Mold,Public Complaint - Comm Location,2012-08-30,40.806639000000004,-73.946301,Central Harlem South,central harlem - morningside heights
16548,621,BAY STREET,621 BAY STREET,10304,Staten Island,Mold,Public Complaint - Comm Location,2016-05-31,40.626843,-74.075739,Stapleton-Rosebank,stapleton - st. george
16556,81-05,ROCKAWAY BOULEVARD,81-05 ROCKAWAY BOULEVARD,11416,Queens,Mold,Public Complaint - Comm Location,2016-06-01,40.684419,-73.859453,Woodhaven,southwest queens
16560,31-25,78 STREET,31-25 78 STREET,11370,Queens,Mold,Public Complaint - Comm Location,2016-06-01,40.758097,-73.889604,Jackson Heights,west queens
16563,51,HOMESTEAD AVENUE,51 HOMESTEAD AVENUE,10302,Staten Island,Mold,Public Complaint - Comm Location,2016-06-01,40.631043,-74.137332,Port Richmond,port richmond
16576,3718,108TH STREET,3718 108TH STREET,11368,Queens,Mold,Public Complaint - Comm Location,2016-06-02,40.753432000000004,-73.860167,North Corona,west queens
16577,154,LAGUARDIA AVENUE,154 LAGUARDIA AVENUE,10314,Staten Island,Mold,Public Complaint - Comm Location,2016-06-02,40.604746999999996,-74.117993,New Springville-Bloomfield-Travis,willowbrook
16578,154,LAGUARDIA AVENUE,154 LAGUARDIA AVENUE,10314,Staten Island,Mold,Public Complaint - Comm Location,2016-06-02,40.604746999999996,-74.117993,New Springville-Bloomfield-Travis,willowbrook
16585,1504,3 AVENUE,1504 3 AVENUE,10028,Manhattan,Mold,Public Complaint - Comm Location,2016-06-02,40.77795,-73.954635,Upper East Side-Carnegie Hill,upper east side
