,Incident_Address_Street_Number,Incident_Address_Street_Name,Incident_Address,Incident_Address_Zip,Incident_Address_Borough,Complaint_Type_311,Descriptor_1_311,Date_Received,Latitude,Longitude,NTA,UHF_42
4,25-34,CRESCENT STREET,25-34 CRESCENT STREET,11102,Queens,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-11,40.772341,-73.922099,Old Astoria,long island city - astoria
5,480,CONVENT AVENUE,480 CONVENT AVENUE,10031,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-11,40.828447,-73.94293,Hamilton Heights,washington heights
6,68,THAYER STREET,68 THAYER STREET,10040,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-11,40.86381,-73.92730300000001,Washington Heights North,washington heights
11,1501,OCEAN PARKWAY,1501 OCEAN PARKWAY,11230,Brooklyn,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-12,40.611575,-73.968082,Ocean Parkway South,borough park
12,68,THAYER STREET,68 THAYER STREET,10040,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-12,40.86381,-73.92730300000001,Washington Heights North,washington heights
14,475,FIFTH AVENUE,475 FIFTH AVENUE,10017,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-12,40.752664,-73.98147,Murray Hill-Kips Bay,gramercy park - murray hill
15,510,EAST 23 STREET,510 EAST 23 STREET,10010,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-12,40.735783000000005,-73.97618100000001,Stuyvesant Town-Cooper Village,gramercy park - murray hill
19,1124,EAST 179 STREET,1124 EAST 179 STREET,10460,Bronx,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-12,40.84048,-73.876168,East Tremont,crotona -tremont
20,104-20,QUEENS BOULEVARD,104-20 QUEENS BOULEVARD,11375,Queens,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-12,40.72378,-73.848991,Forest Hills,ridgewood -forest hills
22,515,GRAND STREET,515 GRAND STREET,10002,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-13,40.714605999999996,-73.982169,Lower East Side,lower east side
23,1679,MCDONALD AVENUE,1679 MCDONALD AVENUE,11230,Brooklyn,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-13,40.611922,-73.973574,Ocean Parkway South,borough park
28,30,LAFAYETTE AVENUE,30 LAFAYETTE AVENUE,11217,Brooklyn,Indoor Air Quality,Chemical Vapors/Gases/Odors,2010-12-02,40.686865999999995,-73.977738,Fort Greene,downtown - heights - slope
32,1629,EAST 12 STREET,1629 EAST 12 STREET,11229,Brooklyn,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-06-04,40.609388,-73.961226,Homecrest,coney island - sheepshead bay
33,68,THAYER STREET,68 THAYER STREET,10040,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-14,40.86381,-73.92730300000001,Washington Heights North,washington heights
34,303,VERNON AVENUE,303 VERNON AVENUE,11206,Brooklyn,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-14,40.695732,-73.939607,Stuyvesant Heights,williamsburg - bushwick
36,68,THAYER STREET,68 THAYER STREET,10040,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-14,40.86381,-73.92730300000001,Washington Heights North,washington heights
37,68,THAYER STREET,68 THAYER STREET,10040,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-14,40.86381,-73.92730300000001,Washington Heights North,washington heights
38,68,THAYER STREET,68 THAYER STREET,10040,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-14,40.86381,-73.92730300000001,Washington Heights North,washington heights
40,68,THAYER STREET,68 THAYER STREET,10040,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-15,40.86381,-73.92730300000001,Washington Heights North,washington heights
41,68,THAYER STREET,68 THAYER STREET,10040,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-15,40.86381,-73.92730300000001,Washington Heights North,washington heights
42,2744,BEDFORD AVENUE,2744 BEDFORD AVENUE,11210,Brooklyn,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-15,40.635457,-73.953367,Flatbush,east flatbush - flatbush
43,68,THAYER STREET,68 THAYER STREET,10040,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-15,40.86381,-73.92730300000001,Washington Heights North,washington heights
45,68,THAYER STREET,68 THAYER STREET,10040,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-15,40.86381,-73.92730300000001,Washington Heights North,washington heights
47,47-07,211 STREET,47-07 211 STREET,11361,Queens,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-15,40.755937,-73.770552,Bayside-Bayside Hills,bayside - littleneck
49,68,THAYER STREET,68 THAYER STREET,10040,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-15,40.86381,-73.92730300000001,Washington Heights North,washington heights
50,12,EAST 92 STREET,12 EAST 92 STREET,10128,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-16,40.785106,-73.957086,Upper East Side-Carnegie Hill,upper east side
58,47,WEST 28 STREET,47 WEST 28 STREET,10001,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-16,40.745591999999995,-73.989429,Midtown-Midtown South,chelsea - clinton
59,20-04,SEAGIRT BOULEVARD,20-04 SEAGIRT BOULEVARD,11691,Queens,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-16,40.595164000000004,-73.754447,Far Rockaway-Bayswater,rockaway
66,2006,PALMETTO STREET,2006 PALMETTO STREET,11385,Queens,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-16,40.706152,-73.904261,Ridgewood,ridgewood -forest hills
71,112-01,QUEENS BOULEVARD,112-01 QUEENS BOULEVARD,11375,Queens,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-16,40.718921,-73.83648000000001,Forest Hills,ridgewood -forest hills
72,1501,OCEAN PARKWAY,1501 OCEAN PARKWAY,11230,Brooklyn,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-16,40.611575,-73.968082,Ocean Parkway South,borough park
73,1451,CROMWELL AVENUE,1451 CROMWELL AVENUE,10452,Bronx,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-16,40.842040999999995,-73.91891600000001,Highbridge,high bridge - morrisania
78,1762,BENSON AVENUE,1762 BENSON AVENUE,11214,Brooklyn,Indoor Air Quality,Chemical Vapors/Gases/Odors,2010-12-28,40.605864000000004,-74.00493399999999,Bath Beach,bensonhurst - bay ridge
86,610,WEST 141 STREET,610 WEST 141 STREET,10031,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-07-30,40.824104,-73.952841,Hamilton Heights,washington heights
87,280,FORT WASHINGTON AVENUE,280 FORT WASHINGTON AVENUE,10032,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-17,40.844481,-73.940859,Washington Heights South,washington heights
89,30,3 AVENUE,30 3 AVENUE,11217,Brooklyn,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-17,40.68581,-73.980385,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,downtown - heights - slope
95,134,EAST 55 STREET,134 EAST 55 STREET,11203,Brooklyn,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-17,40.654865,-73.92588,Rugby-Remsen Village,east flatbush - flatbush
97,1090,MANHATTAN AVENUE,1090 MANHATTAN AVENUE,11222,Brooklyn,Indoor Air Quality,Chemical Vapors/Gases/Odors,2010-10-07,40.735763,-73.955162,Greenpoint,greenpoint
100,117,HURON STREET,117 HURON STREET,11222,Brooklyn,Indoor Air Quality,Chemical Vapors/Gases/Odors,2012-10-20,40.732852,-73.956716,Greenpoint,greenpoint
103,327,HOWARD AVENUE,327 HOWARD AVENUE,11233,Brooklyn,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-18,40.67641,-73.91926600000001,Ocean Hill,bedford stuyvesant - crown heights
105,68,THAYER STREET,68 THAYER STREET,10040,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-18,40.86381,-73.92730300000001,Washington Heights North,washington heights
107,54,EAST 3 STREET,54 EAST 3 STREET,10003,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-18,40.725253,-73.989115,East Village,union square - lower east side
109,200,CENTRAL PARK SOUTH,200 CENTRAL PARK SOUTH,10019,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-18,40.767019,-73.979444,Midtown-Midtown South,chelsea - clinton
110,12,EAST 92 STREET,12 EAST 92 STREET,10128,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-18,40.785106,-73.957086,Upper East Side-Carnegie Hill,upper east side
111,30,VESEY STREET,30 VESEY STREET,10007,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-18,40.711977000000005,-74.009865,SoHo-TriBeCa-Civic Center-Little Italy,lower manhattan
113,68,THAYER STREET,68 THAYER STREET,10040,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-18,40.86381,-73.92730300000001,Washington Heights North,washington heights
114,68,THAYER STREET,68 THAYER STREET,10040,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-18,40.86381,-73.92730300000001,Washington Heights North,washington heights
116,30,3 AVENUE,30 3 AVENUE,11217,Brooklyn,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-19,40.68581,-73.980385,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,downtown - heights - slope
117,4-27,129 STREET,4-27 129 STREET,11356,Queens,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-19,40.792777,-73.83886700000001,Whitestone,flushing - clearview
118,101,WEST 140 STREET,101 WEST 140 STREET,10030,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-19,40.817357,-73.938694,Central Harlem North-Polo Grounds,central harlem - morningside heights
119,440,EAST 13 STREET,440 EAST 13 STREET,10009,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-19,40.730243,-73.982111,East Village,union square - lower east side
120,135,WEST 70 STREET,135 WEST 70 STREET,10023,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2010-07-01,40.776692,-73.981113,Lincoln Square,upper west side
123,,,,11211,Brooklyn,Indoor Air Quality,Chemical Vapors/Gases/Odors,2010-10-25,,,,greenpoint
128,3241,PERRY AVENUE,3241 PERRY AVENUE,10467,Bronx,Indoor Air Quality,Chemical Vapors/Gases/Odors,2011-12-20,40.875673,-73.876373,Norwood,fordham - bronx pk
132,255,WEST 36 STREET,255 WEST 36 STREET,10018,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-20,40.752928999999995,-73.99120400000001,Midtown-Midtown South,chelsea - clinton
134,12,EAST 92 STREET,12 EAST 92 STREET,10128,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-20,40.785106,-73.957086,Upper East Side-Carnegie Hill,upper east side
136,312,1 AVENUE,312 1 AVENUE,10009,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-20,40.733992,-73.980479,Stuyvesant Town-Cooper Village,union square - lower east side
137,450,OCEAN PARKWAY,450 OCEAN PARKWAY,11218,Brooklyn,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-20,40.637522,-73.97300899999999,Kensington-Ocean Parkway,borough park
138,170,NORTH 5 STREET,170 NORTH 5 STREET,11211,Brooklyn,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-21,40.716164,-73.958025,North Side-South Side,greenpoint
146,97-23,147 PLACE,97-23 147 PLACE,11435,Queens,Indoor Air Quality,Chemical Vapors/Gases/Odors,2012-08-17,40.697383,-73.804852,Jamaica,jamaica
148,140-33,34 AVENUE,140-33 34 AVENUE,11354,Queens,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-10,40.766537,-73.82697399999999,Flushing,flushing - clearview
149,641,FIFTH AVENUE,641 FIFTH AVENUE,10022,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-21,40.759078,-73.976281,Midtown-Midtown South,gramercy park - murray hill
150,68,THAYER STREET,68 THAYER STREET,10040,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-21,40.86381,-73.92730300000001,Washington Heights North,washington heights
153,169,WASHINGTON PARK,169 WASHINGTON PARK,11205,Brooklyn,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-22,40.692242,-73.973636,Fort Greene,downtown - heights - slope
155,68,THAYER STREET,68 THAYER STREET,10040,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-22,40.86381,-73.92730300000001,Washington Heights North,washington heights
156,68,THAYER STREET,68 THAYER STREET,10040,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-22,40.86381,-73.92730300000001,Washington Heights North,washington heights
158,832,WASHINGTON AVENUE,832 WASHINGTON AVENUE,11238,Brooklyn,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-22,40.67318,-73.96288299999999,Prospect Heights,bedford stuyvesant - crown heights
161,160,WEST 97 STREET,160 WEST 97 STREET,10025,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-22,40.794233,-73.968673,Upper West Side,upper west side
164,440,KENT AVENUE,440 KENT AVENUE,11211,Brooklyn,Indoor Air Quality,Chemical Vapors/Gases/Odors,2011-02-18,40.709319,-73.968497,North Side-South Side,greenpoint
166,156,2 AVENUE,156 2 AVENUE,10003,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2012-01-20,40.729617,-73.986917,East Village,union square - lower east side
170,3130,IRWIN AVENUE,3130 IRWIN AVENUE,10463,Bronx,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-23,40.881708,-73.908826,Spuyten Duyvil-Kingsbridge,kingsbridge - riverdale
171,224,RIVERSIDE DRIVE,224 RIVERSIDE DRIVE,10025,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-23,40.795152,-73.976163,Upper West Side,upper west side
172,141,RIDGE STREET,141 RIDGE STREET,10002,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-23,40.719996,-73.98267299999999,Lower East Side,lower east side
173,1905,WEST 10 STREET,1905 WEST 10 STREET,11223,Brooklyn,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-23,40.60031,-73.982074,Bensonhurst East,coney island - sheepshead bay
174,68,THAYER STREET,68 THAYER STREET,10040,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-23,40.86381,-73.92730300000001,Washington Heights North,washington heights
176,541,WEST 142 STREET,541 WEST 142 STREET,10031,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-24,40.823974,-73.95055,Hamilton Heights,washington heights
178,370,LIVINGSTON STREET,370 LIVINGSTON STREET,11217,Brooklyn,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-24,40.687644,-73.980641,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,downtown - heights - slope
206,915,KELLY STREET,915 KELLY STREET,10459,Bronx,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-25,40.820145000000004,-73.89608,Longwood,hunts point - mott haven
207,440,EAST 23 STREET,440 EAST 23 STREET,10010,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-25,40.73614,-73.977014,Stuyvesant Town-Cooper Village,gramercy park - murray hill
212,2115,RYER AVENUE,2115 RYER AVENUE,10457,Bronx,Indoor Air Quality,Chemical Vapors/Gases/Odors,2011-05-23,40.853516,-73.90063,Mount Hope,crotona -tremont
216,21,GRAMERCY PARK SOUTH,21 GRAMERCY PARK SOUTH,10003,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2011-12-08,40.737517,-73.985844,Gramercy,union square - lower east side
217,185,ST MARKS PLACE,185 ST MARKS PLACE,10301,Staten Island,Indoor Air Quality,Chemical Vapors/Gases/Odors,2012-02-15,40.645358,-74.080729,West New Brighton-New Brighton-St. George,stapleton - st. george
219,60,WEST 66 STREET,60 WEST 66 STREET,10023,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-25,40.77309,-73.980363,Lincoln Square,upper west side
220,201,46 STREET,201 46 STREET,11220,Brooklyn,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-25,40.651142,-74.01426,Sunset Park West,sunset park
223,131,EAST 21 STREET,131 EAST 21 STREET,11226,Brooklyn,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-25,40.651281,-73.960171,Flatbush,east flatbush - flatbush
224,1602,EAST 43 STREET,1602 EAST 43 STREET,11234,Brooklyn,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-25,40.621528999999995,-73.93395,Flatlands,canarsie - flatlands
225,303,EAST 57 STREET,303 EAST 57 STREET,10022,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-25,40.75922,-73.965059,Turtle Bay-East Midtown,gramercy park - murray hill
226,226,WEST 242 STREET,226 WEST 242 STREET,10471,Bronx,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-26,40.889589,-73.899364,Spuyten Duyvil-Kingsbridge,kingsbridge - riverdale
227,2255,CRESTON AVENUE,2255 CRESTON AVENUE,10453,Bronx,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-26,40.856970000000004,-73.901427,Fordham South,crotona -tremont
228,464,WEST 23 STREET,464 WEST 23 STREET,10011,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-26,40.747212,-74.003057,Hudson Yards-Chelsea-Flatiron-Union Square,chelsea - clinton
235,63-11,136 STREET,63-11 136 STREET,11367,Queens,Indoor Air Quality,Chemical Vapors/Gases/Odors,2011-09-16,40.739822,-73.83027299999999,Queensboro Hill,fresh meadows
240,25,PARK PLACE,25 PARK PLACE,10007,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-26,40.713081,-74.008852,SoHo-TriBeCa-Civic Center-Little Italy,lower manhattan
241,160,WEST 71 STREET,160 WEST 71 STREET,10023,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-26,40.777537,-73.981189,Lincoln Square,upper west side
244,357,9 STREET,357 9 STREET,11215,Brooklyn,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-26,40.668425,-73.98474499999999,Park Slope-Gowanus,downtown - heights - slope
245,1329,MYRTLE AVENUE,1329 MYRTLE AVENUE,11221,Brooklyn,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-26,40.698188,-73.92441099999999,Bushwick South,williamsburg - bushwick
246,3303,FOSTER AVENUE,3303 FOSTER AVENUE,11203,Brooklyn,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-26,40.638803,-73.945239,East Flatbush-Farragut,east flatbush - flatbush
249,255-32,74 AVENUE,255-32 74 AVENUE,11004,Queens,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-26,40.74831,-73.71673100000001,Glen Oaks-Floral Park-New Hyde Park,southeast queens
251,64-20,SAUNDERS STREET,64-20 SAUNDERS STREET,11374,Queens,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-27,40.728411,-73.86043599999999,Rego Park,ridgewood -forest hills
252,420,WEST 56 STREET,420 WEST 56 STREET,10019,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-27,40.767585,-73.98704000000001,Clinton,chelsea - clinton
253,1020,GRAND CONCOURSE,1020 GRAND CONCOURSE,10451,Bronx,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-27,40.830314,-73.920785,East Concourse-Concourse Village,high bridge - morrisania
258,180,GRAFTON STREET,180 GRAFTON STREET,11212,Brooklyn,Indoor Air Quality,Chemical Vapors/Gases/Odors,2011-03-01,40.663769,-73.917998,Brownsville,bedford stuyvesant - crown heights
260,245,EAST 58 STREET,245 EAST 58 STREET,10022,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2011-11-03,40.760472,-73.965946,Turtle Bay-East Midtown,gramercy park - murray hill
261,124-02,ROCKAWAY BOULEVARD,124-02 ROCKAWAY BOULEVARD,11420,Queens,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-04-14,40.675428000000004,-73.81339100000001,South Ozone Park,southwest queens
264,541,WEST 142 STREET,541 WEST 142 STREET,10031,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-27,40.823974,-73.95055,Hamilton Heights,washington heights
266,150,BRIGHTON 15 STREET,150 BRIGHTON 15 STREET,11235,Brooklyn,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-28,40.578106,-73.954789,Brighton Beach,coney island - sheepshead bay
267,45,SUTTON PLACE SOUTH,45 SUTTON PLACE SOUTH,10022,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-28,40.755805,-73.961812,Turtle Bay-East Midtown,gramercy park - murray hill
268,68,THAYER STREET,68 THAYER STREET,10040,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-28,40.86381,-73.92730300000001,Washington Heights North,washington heights
269,524,WEST 123 STREET,524 WEST 123 STREET,10027,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-28,40.811788,-73.95908100000001,Morningside Heights,central harlem - morningside heights
270,373,5 STREET,373 5 STREET,11215,Brooklyn,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-28,40.670922999999995,-73.982884,Park Slope-Gowanus,downtown - heights - slope
271,68,THAYER STREET,68 THAYER STREET,10040,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-28,40.86381,-73.92730300000001,Washington Heights North,washington heights
272,68,THAYER STREET,68 THAYER STREET,10040,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-28,40.86381,-73.92730300000001,Washington Heights North,washington heights
275,68,THAYER STREET,68 THAYER STREET,10040,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-29,40.86381,-73.92730300000001,Washington Heights North,washington heights
276,68,THAYER STREET,68 THAYER STREET,10040,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-29,40.86381,-73.92730300000001,Washington Heights North,washington heights
279,900,RIVERSIDE DRIVE,900 RIVERSIDE DRIVE,10032,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2011-02-14,40.838127,-73.946517,Washington Heights South,washington heights
280,351,WEST 24 STREET,351 WEST 24 STREET,10011,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2011-03-10,40.746614,-74.000242,Hudson Yards-Chelsea-Flatiron-Union Square,chelsea - clinton
281,1225,WHITEPLAINS ROAD,1225 WHITEPLAINS ROAD,10472,Bronx,Indoor Air Quality,Chemical Vapors/Gases/Odors,2012-11-09,40.831319,-73.861994,Soundview-Bruckner,pelham - throgs neck
283,600,WEST 162 STREET,600 WEST 162 STREET,10032,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-29,40.837299,-73.942897,Washington Heights South,washington heights
285,2965,AVENUE Z,2965 AVENUE Z,11235,Brooklyn,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-30,40.589736,-73.938323,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,coney island - sheepshead bay
287,64-20,SAUNDERS STREET,64-20 SAUNDERS STREET,11374,Queens,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-30,40.728411,-73.86043599999999,Rego Park,ridgewood -forest hills
288,562,EAST 29 STREET,562 EAST 29 STREET,11210,Brooklyn,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-30,40.637163,-73.949096,Flatbush,east flatbush - flatbush
289,5106,7 AVENUE,5106 7 AVENUE,11220,Brooklyn,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-30,40.641783000000004,-74.006619,Sunset Park East,sunset park
291,541,WEST 142 STREET,541 WEST 142 STREET,10031,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-09-30,40.823974,-73.95055,Hamilton Heights,washington heights
292,300,RIVERSIDE DRIVE,300 RIVERSIDE DRIVE,10025,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-10-01,40.799781,-73.97147700000001,Upper West Side,upper west side
293,1400,EAST NEW YORK AVENUE,1400 EAST NEW YORK AVENUE,11212,Brooklyn,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-10-01,40.670105,-73.91582700000001,Brownsville,bedford stuyvesant - crown heights
294,15,WEST 36 STREET,15 WEST 36 STREET,10018,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-10-01,40.750079,-73.984441,Midtown-Midtown South,chelsea - clinton
300,219,CLINTON AVE,219 CLINTON AVE,11205,Brooklyn,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-10-01,40.691072,-73.96839,Clinton Hill,downtown - heights - slope
310,1106,EAST 95 STREET,1106 EAST 95 STREET,11236,Brooklyn,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-10-01,40.643584000000004,-73.903479,Canarsie,canarsie - flatlands
311,106-21,BEACH CHANNEL DRIVE,106-21 BEACH CHANNEL DRIVE,11694,Queens,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-10-01,40.58409,-73.829426,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,rockaway
313,68,THAYER STREET,68 THAYER STREET,10040,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-10-01,40.86381,-73.92730300000001,Washington Heights North,washington heights
314,1501,OCEAN PARKWAY,1501 OCEAN PARKWAY,11230,Brooklyn,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-10-01,40.611575,-73.968082,Ocean Parkway South,borough park
317,650,HOLLYWOOD AVENUE,650 HOLLYWOOD AVENUE,10465,Bronx,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-10-02,40.826526,-73.81841700000001,Schuylerville-Throgs Neck-Edgewater Park,pelham - throgs neck
318,108,BEECHWOOD PLACE,108 BEECHWOOD PLACE,10314,Staten Island,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-10-02,40.614241,-74.120589,Westerleigh,willowbrook
319,37-30,74 STREET,37-30 74 STREET,11372,Queens,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-10-02,40.7481,-73.891689,Jackson Heights,west queens
324,1,WEST FARMS SQUARE PLAZA,1 WEST FARMS SQUARE PLAZA,10460,Bronx,Indoor Air Quality,Chemical Vapors/Gases/Odors,2011-04-08,40.841095,-73.881107,East Tremont,crotona -tremont
326,3,PARK AVENUE,3 PARK AVENUE,10016,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2011-11-03,40.746744,-73.981576,Murray Hill-Kips Bay,gramercy park - murray hill
329,248,EAST 125 STREET,248 EAST 125 STREET,10035,Manhattan,Indoor Air Quality,Chemical Vapors/Gases/Odors,2012-08-25,40.803225,-73.93472,East Harlem North,east harlem
332,21,SEAVER AVENUE,21 SEAVER AVENUE,10306,Staten Island,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-04-02,40.586703,-74.103362,Old Town-Dongan Hills-South Beach,south beach - tottenville
333,208,WASHINGTON PARK,208 WASHINGTON PARK,11205,Brooklyn,Indoor Air Quality,Chemical Vapors/Gases/Odors,2013-08-05,40.689934,-73.973176,Fort Greene,downtown - heights - slope
