,Incident_Address_Street_Number,Incident_Address_Street_Name,Incident_Address,Incident_Address_Zip,Incident_Address_Borough,Complaint_Type_311,Descriptor_1_311,Date_Received,Latitude,Longitude,NTA,UHF_42
54467,130-38,225 STREET,130-38 225 STREET,11413,Queens,Indoor Sewage,Sewage Odor,2017-10-17,40.68221,-73.742207,Laurelton,southeast queens
54473,45,ALLEN STREET,45 ALLEN STREET,10002,Manhattan,Indoor Sewage,Sewage Odor,2017-08-11,40.716605,-73.991714,Chinatown,lower east side
54477,1068,WARD AVENUE,1068 WARD AVENUE,10472,Bronx,Indoor Sewage,Sewage Odor,2017-12-27,40.825483,-73.87652800000001,Soundview-Bruckner,pelham - throgs neck
54481,144-70,VILLAGE ROAD,144-70 VILLAGE ROAD,11435,Queens,Indoor Sewage,Sewage Odor,2018-03-07,40.716822,-73.814989,Kew Gardens Hills,jamaica
54485,1025,ALDUS STREET,1025 ALDUS STREET,10459,Bronx,Indoor Sewage,Sewage Odor,2017-04-04,40.82328,-73.887899,Hunts Point,hunts point - mott haven
54486,518,WALES AVENUE,518 WALES AVENUE,10455,Bronx,Indoor Sewage,Sewage Odor,2017-06-15,40.81217,-73.907476,Mott Haven-Port Morris,hunts point - mott haven
54489,5302,CHURCH AVENUE,5302 CHURCH AVENUE,11203,Brooklyn,Indoor Sewage,Sewage Odor,2017-09-08,40.652322,-73.927357,Rugby-Remsen Village,east flatbush - flatbush
54495,234-04,131 AVENUE,234-04 131 AVENUE,11422,Queens,Indoor Sewage,Sewage Odor,2017-03-28,40.678162,-73.733873,Laurelton,southeast queens
54504,1017,FAILE STREET,1017 FAILE STREET,10459,Bronx,Indoor Sewage,Sewage Odor,2017-10-25,40.823811,-73.889549,Hunts Point,hunts point - mott haven
54510,1426,PUTNAM AVENUE,1426 PUTNAM AVENUE,11237,Brooklyn,Indoor Sewage,Sewage Odor,2017-10-03,40.695757,-73.911218,Bushwick North,williamsburg - bushwick
54521,156,WEST 56 STREET,156 WEST 56 STREET,10019,Manhattan,Indoor Sewage,Sewage Odor,2018-02-20,40.764538,-73.97981300000001,Midtown-Midtown South,chelsea - clinton
54525,872,MADISON STREET,872 MADISON STREET,11221,Brooklyn,Indoor Sewage,Sewage Odor,2017-12-11,40.687915999999994,-73.922713,Stuyvesant Heights,williamsburg - bushwick
54526,102-38,85 ROAD,102-38 85 ROAD,11418,Queens,Indoor Sewage,Sewage Odor,2018-03-12,40.697573999999996,-73.846133,Richmond Hill,southwest queens
54529,1205,BAY STREET,1205 BAY STREET,10305,Staten Island,Indoor Sewage,Sewage Odor,2017-08-28,40.613907,-74.065989,Stapleton-Rosebank,stapleton - st. george
54536,1820,AVENUE N,1820 AVENUE N,11230,Brooklyn,Indoor Sewage,Sewage Odor,2017-10-26,40.615953999999995,-73.956453,Midwood,borough park
54537,45,EAST END AVENUE,45 EAST END AVENUE,10028,Manhattan,Indoor Sewage,Sewage Odor,2017-11-28,40.771938,-73.946942,Yorkville,upper east side
54538,18,METROPOLITAN OVAL,18 METROPOLITAN OVAL,10462,Bronx,Indoor Sewage,Sewage Odor,2018-03-13,40.838248,-73.859128,Parkchester,pelham - throgs neck
54541,2309,HOLLAND AVENUE,2309 HOLLAND AVENUE,10467,Bronx,Indoor Sewage,Sewage Odor,2017-07-10,40.859953000000004,-73.865586,Bronxdale,fordham - bronx pk
54553,317,EAST 90 STREET,317 EAST 90 STREET,10128,Manhattan,Indoor Sewage,Sewage Odor,2017-06-20,40.780182,-73.94925,Yorkville,upper east side
54555,797,PUTNAM AVENUE,797 PUTNAM AVENUE,11221,Brooklyn,Indoor Sewage,Sewage Odor,2017-09-05,40.686446000000004,-73.92913,Stuyvesant Heights,williamsburg - bushwick
