,Incident_Address_Street_Number,Incident_Address_Street_Name,Incident_Address,Incident_Address_Zip,Incident_Address_Borough,Complaint_Type_311,Descriptor_1_311,Date_Received,Latitude,Longitude,NTA,UHF_42
20769,677,MACDONOUGH STREET,677 MACDONOUGH STREET,11233,Brooklyn,Indoor Sewage,Sewage Leak,2017-03-20,40.683848,-73.919094,Stuyvesant Heights,bedford stuyvesant - crown heights
21055,1257,LINCOLN PLACE,1257 LINCOLN PLACE,11213,Brooklyn,Indoor Sewage,Sewage Leak,2017-04-05,40.669964,-73.934969,Crown Heights North,bedford stuyvesant - crown heights
21193,262,WEST 154 STREET,262 WEST 154 STREET,10039,Manhattan,Indoor Sewage,Sewage Leak,2017-04-12,40.828140000000005,-73.936964,Central Harlem North-Polo Grounds,central harlem - morningside heights
21267,1039,ELDER AVENUE,1039 ELDER AVENUE,10472,Bronx,Indoor Sewage,Sewage Leak,2017-04-17,40.824758,-73.878292,Soundview-Bruckner,pelham - throgs neck
21313,3207,WICKHAM AVENUE,3207 WICKHAM AVENUE,10469,Bronx,Indoor Sewage,Sewage Leak,2017-04-19,40.874665,-73.84018,Eastchester-Edenwald-Baychester,northeast bronx
21314,308,KOSCIUSKO STREET,308 KOSCIUSKO STREET,11221,Brooklyn,Indoor Sewage,Sewage Leak,2017-04-19,40.691696,-73.941969,Stuyvesant Heights,williamsburg - bushwick
21343,483,LINDEN BOULEVARD,483 LINDEN BOULEVARD,11203,Brooklyn,Indoor Sewage,Sewage Leak,2017-04-20,40.653166999999996,-73.941022,East Flatbush-Farragut,east flatbush - flatbush
21359,3207,WICKHAM AVENUE,3207 WICKHAM AVENUE,10469,Bronx,Indoor Sewage,Sewage Leak,2017-04-21,40.874665,-73.84018,Eastchester-Edenwald-Baychester,northeast bronx
21428,295,EAST 149 STREET,295 EAST 149 STREET,10451,Bronx,Indoor Sewage,Sewage Leak,2017-04-26,40.81705,-73.92142199999999,Melrose South-Mott Haven North,high bridge - morrisania
21587,150-09,88 AVENUE,150-09 88 AVENUE,11432,Queens,Indoor Sewage,Sewage Leak,2017-05-02,40.705784,-73.80582199999999,Briarwood-Jamaica Hills,jamaica
21654,395,WASHINGTON AVENUE,395 WASHINGTON AVENUE,11238,Brooklyn,Indoor Sewage,Sewage Leak,2017-05-05,40.686415999999994,-73.96545,Clinton Hill,bedford stuyvesant - crown heights
21723,406,WEST 46 STREET,406 WEST 46 STREET,10036,Manhattan,Indoor Sewage,Sewage Leak,2017-05-09,40.761174,-73.991214,Clinton,chelsea - clinton
21830,226,WEST 116 STREET,226 WEST 116 STREET,10026,Manhattan,Indoor Sewage,Sewage Leak,2017-05-13,40.803754999999995,-73.953812,Central Harlem South,central harlem - morningside heights
22166,711,SEAGIRT AVENUE,711 SEAGIRT AVENUE,11691,Queens,Indoor Sewage,Sewage Leak,2017-06-01,40.595996,-73.742187,Far Rockaway-Bayswater,rockaway
22208,901,EAST 229 STREET,901 EAST 229 STREET,10466,Bronx,Indoor Sewage,Sewage Leak,2017-06-02,40.888671,-73.852714,Williamsbridge-Olinville,northeast bronx
22222,2940,OCEAN AVENUE,2940 OCEAN AVENUE,11235,Brooklyn,Indoor Sewage,Sewage Leak,2017-06-03,40.589555,-73.949557,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,coney island - sheepshead bay
22337,246,BRADHURST AVENUE,246 BRADHURST AVENUE,10039,Manhattan,Indoor Sewage,Sewage Leak,2017-06-10,40.829293,-73.938817,Central Harlem North-Polo Grounds,central harlem - morningside heights
22358,3301,HUNTER AVENUE,3301 HUNTER AVENUE,10475,Bronx,Indoor Sewage,Sewage Leak,2017-06-11,40.879267,-73.833475,Co-op City,northeast bronx
22371,2015,NEW ENGLAND THRUWAY,2015 NEW ENGLAND THRUWAY,10475,Bronx,Indoor Sewage,Sewage Leak,2017-06-12,40.878833,-73.833686,Co-op City,northeast bronx
22428,342,LEFFERTS AVENUE,342 LEFFERTS AVENUE,11225,Brooklyn,Indoor Sewage,Sewage Leak,2017-06-14,40.662403999999995,-73.949845,Prospect Lefferts Gardens-Wingate,east flatbush - flatbush
22477,120-54,131 STREET,120-54 131 STREET,11420,Queens,Indoor Sewage,Sewage Leak,2017-06-17,40.674482,-73.80742,South Ozone Park,southwest queens
22484,706,ESSEX STREET,706 ESSEX STREET,11208,Brooklyn,Indoor Sewage,Sewage Leak,2017-06-18,40.666433000000005,-73.879266,East New York,east new york
22552,42,CLIFTON PLACE,42 CLIFTON PLACE,11238,Brooklyn,Indoor Sewage,Sewage Leak,2017-06-16,40.687752,-73.963207,Clinton Hill,bedford stuyvesant - crown heights
22648,109,DOUGLASS STREET,109 DOUGLASS STREET,11231,Brooklyn,Indoor Sewage,Sewage Leak,2017-06-26,40.682951,-73.991069,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,downtown - heights - slope
22706,39-40,22 STREET,39-40 22 STREET,11101,Queens,Indoor Sewage,Sewage Leak,2017-06-30,40.755435999999996,-73.939603,Queensbridge-Ravenswood-Long Island City,long island city - astoria
22730,5400,FIELDSTON ROAD,5400 FIELDSTON ROAD,10471,Bronx,Indoor Sewage,Sewage Leak,2017-07-02,40.902318,-73.901606,North Riverdale-Fieldston-Riverdale,kingsbridge - riverdale
22771,5400,FIELDSTON ROAD,5400 FIELDSTON ROAD,10471,Bronx,Indoor Sewage,Sewage Leak,2017-07-04,40.902318,-73.901606,North Riverdale-Fieldston-Riverdale,kingsbridge - riverdale
22813,22,STANLEY AVENUE,22 STANLEY AVENUE,10301,Staten Island,Indoor Sewage,Sewage Leak,2017-07-07,40.636236,-74.086425,New Brighton-Silver Lake,stapleton - st. george
22821,4343,CARPENTER AVENUE,4343 CARPENTER AVENUE,10466,Bronx,Indoor Sewage,Sewage Leak,2017-07-07,40.897557,-73.858333,Woodlawn-Wakefield,northeast bronx
22849,520,VERMONT STREET,520 VERMONT STREET,11207,Brooklyn,Indoor Sewage,Sewage Leak,2017-07-09,40.666315000000004,-73.89246700000001,East New York (Pennsylvania Ave),east new york
22876,330,EAST 104 STREET,330 EAST 104 STREET,10029,Manhattan,Indoor Sewage,Sewage Leak,2017-07-10,40.788940000000004,-73.942537,East Harlem South,east harlem
23065,335,EAST 112 STREET,335 EAST 112 STREET,10029,Manhattan,Indoor Sewage,Sewage Leak,2017-07-19,40.7939,-73.93824599999999,East Harlem North,east harlem
23082,726,CORRELL AVENUE,726 CORRELL AVENUE,10309,Staten Island,Indoor Sewage,Sewage Leak,2017-07-19,40.545396000000004,-74.217589,Rossville-Woodrow,south beach - tottenville
23273,95-13,NORTHERN BOULEVARD,95-13 NORTHERN BOULEVARD,11372,Queens,Indoor Sewage,Sewage Leak,2017-07-27,40.756879999999995,-73.872901,East Elmhurst,west queens
23301,1360,FULTON STREET,1360 FULTON STREET,11216,Brooklyn,Indoor Sewage,Sewage Leak,2017-07-28,40.680186,-73.94593,Crown Heights North,bedford stuyvesant - crown heights
23341,32-04,NORTHERN BOULEVARD,32-04 NORTHERN BOULEVARD,11101,Queens,Indoor Sewage,Sewage Leak,2017-07-30,40.751954,-73.932117,Hunters Point-Sunnyside-West Maspeth,long island city - astoria
23357,634,CLASSON AVENUE,634 CLASSON AVENUE,11238,Brooklyn,Indoor Sewage,Sewage Leak,2017-07-31,40.678168,-73.958896,Crown Heights North,bedford stuyvesant - crown heights
23358,1419,SHAKESPEARE AVENUE,1419 SHAKESPEARE AVENUE,10452,Bronx,Indoor Sewage,Sewage Leak,2017-07-31,40.842242999999996,-73.92107,Highbridge,high bridge - morrisania
23518,41-41,41 STREET,41-41 41 STREET,11104,Queens,Indoor Sewage,Sewage Leak,2017-08-08,40.746813,-73.922699,Hunters Point-Sunnyside-West Maspeth,long island city - astoria
23539,475,WYONA STREET,475 WYONA STREET,11207,Brooklyn,Indoor Sewage,Sewage Leak,2017-08-09,40.667096,-73.891698,East New York (Pennsylvania Ave),east new york
23552,1468,PITKIN AVENUE,1468 PITKIN AVENUE,11212,Brooklyn,Indoor Sewage,Sewage Leak,2017-08-09,40.66836,-73.91962099999999,Brownsville,bedford stuyvesant - crown heights
23602,112,EAST 128 STREET,112 EAST 128 STREET,10035,Manhattan,Indoor Sewage,Sewage Leak,2017-08-12,40.806676,-73.936941,East Harlem North,east harlem
23751,625,TRAVIS AVENUE,625 TRAVIS AVENUE,10314,Staten Island,Indoor Sewage,Sewage Leak,2017-08-18,40.591935,-74.16034300000001,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,willowbrook
23847,684,RIVERSIDE DRIVE,684 RIVERSIDE DRIVE,10031,Manhattan,Indoor Sewage,Sewage Leak,2017-08-18,40.827490999999995,-73.951516,Hamilton Heights,washington heights
23993,553,GLENMORE AVENUE,553 GLENMORE AVENUE,11207,Brooklyn,Indoor Sewage,Sewage Leak,2017-09-02,40.674096999999996,-73.889934,East New York,east new york
24033,147-25,88 AVENUE,147-25 88 AVENUE,11435,Queens,Indoor Sewage,Sewage Leak,2017-09-05,40.70496,-73.808887,Jamaica,jamaica
24114,525,11 AVENUE,525 11 AVENUE,10018,Manhattan,Indoor Sewage,Sewage Leak,2017-09-08,40.759934,-73.998968,Hudson Yards-Chelsea-Flatiron-Union Square,chelsea - clinton
24218,1316,BOSTON ROAD,1316 BOSTON ROAD,10456,Bronx,Indoor Sewage,Sewage Leak,2017-09-13,40.831596000000005,-73.899564,Morrisania-Melrose,high bridge - morrisania
24249,230,SACKETT STREET,230 SACKETT STREET,11231,Brooklyn,Indoor Sewage,Sewage Leak,2017-09-14,40.683929,-73.998659,Carroll Gardens-Columbia Street-Red Hook,downtown - heights - slope
24291,265,MILL ROAD,265 MILL ROAD,10306,Staten Island,Indoor Sewage,Sewage Leak,2017-09-15,40.562387,-74.11161700000001,Oakwood-Oakwood Beach,south beach - tottenville
24326,73,WEST 131 STREET,73 WEST 131 STREET,10037,Manhattan,Indoor Sewage,Sewage Leak,2017-09-18,40.811095,-73.941575,Central Harlem North-Polo Grounds,central harlem - morningside heights
24396,231,WEST 149 STREET,231 WEST 149 STREET,10039,Manhattan,Indoor Sewage,Sewage Leak,2017-09-20,40.824655,-73.93830799999999,Central Harlem North-Polo Grounds,central harlem - morningside heights
24397,83,WEST 188 STREET,83 WEST 188 STREET,10468,Bronx,Indoor Sewage,Sewage Leak,2017-09-20,40.864259000000004,-73.903477,Kingsbridge Heights,fordham - bronx pk
24417,800,GRAND CONCOURSE,800 GRAND CONCOURSE,10451,Bronx,Indoor Sewage,Sewage Leak,2017-09-21,40.825315,-73.92352199999999,East Concourse-Concourse Village,high bridge - morrisania
24466,125-30,SUTPHIN BOULEVARD,125-30 SUTPHIN BOULEVARD,11434,Queens,Indoor Sewage,Sewage Leak,2017-09-25,40.674354,-73.78925100000001,Baisley Park,jamaica
24469,104,WEST 138 STREET,104 WEST 138 STREET,10030,Manhattan,Indoor Sewage,Sewage Leak,2017-09-26,40.816193,-73.93986899999999,Central Harlem North-Polo Grounds,central harlem - morningside heights
24613,706,MACDONOUGH STREET,706 MACDONOUGH STREET,11233,Brooklyn,Indoor Sewage,Sewage Leak,2017-10-01,40.683927000000004,-73.918283,Stuyvesant Heights,bedford stuyvesant - crown heights
24688,350,MONTAUK AVENUE,350 MONTAUK AVENUE,11208,Brooklyn,Indoor Sewage,Sewage Leak,2017-10-04,40.669818,-73.87687700000001,East New York,east new york
24790,454,EAST 134 STREET,454 EAST 134 STREET,10454,Bronx,Indoor Sewage,Sewage Leak,2017-10-07,40.805825,-73.923013,Mott Haven-Port Morris,hunts point - mott haven
24834,289,FLATBUSH AVENUE,289 FLATBUSH AVENUE,11217,Brooklyn,Indoor Sewage,Sewage Leak,2017-10-10,40.679169,-73.973883,Prospect Heights,downtown - heights - slope
24903,187-50,JAMAICA AVENUE,187-50 JAMAICA AVENUE,11423,Queens,Indoor Sewage,Sewage Leak,2017-10-12,40.710545,-73.771062,Hollis,jamaica
24920,2011,NEWKIRK AVENUE,2011 NEWKIRK AVENUE,11226,Brooklyn,Indoor Sewage,Sewage Leak,2017-10-13,40.637878,-73.958464,Flatbush,east flatbush - flatbush
24922,2011,NEWKIRK AVENUE,2011 NEWKIRK AVENUE,11226,Brooklyn,Indoor Sewage,Sewage Leak,2017-10-13,40.637878,-73.958464,Flatbush,east flatbush - flatbush
24995,3067,DECATUR AVENUE,3067 DECATUR AVENUE,10467,Bronx,Indoor Sewage,Sewage Leak,2017-10-17,40.871072999999996,-73.878916,Norwood,fordham - bronx pk
24996,3067,DECATUR AVENUE,3067 DECATUR AVENUE,10467,Bronx,Indoor Sewage,Sewage Leak,2017-10-17,40.871072999999996,-73.878916,Norwood,fordham - bronx pk
25216,1941,PACIFIC STREET,1941 PACIFIC STREET,11233,Brooklyn,Indoor Sewage,Sewage Leak,2017-10-30,40.676271,-73.92428100000001,Crown Heights North,bedford stuyvesant - crown heights
25289,164-03,122 AVENUE,164-03 122 AVENUE,11434,Queens,Indoor Sewage,Sewage Leak,2017-10-28,40.679594,-73.779114,Baisley Park,jamaica
25341,14,COURT STREET,14 COURT STREET,10304,Staten Island,Indoor Sewage,Sewage Leak,2017-11-02,40.626631,-74.080454,Stapleton-Rosebank,stapleton - st. george
25475,1406,PUTMAN AVENUE,1406 PUTMAN AVENUE,11237,Brooklyn,Indoor Sewage,Sewage Leak,2017-11-09,40.695464,-73.91150400000001,Bushwick North,williamsburg - bushwick
25518,1420,GRAND CONCOURSE,1420 GRAND CONCOURSE,10456,Bronx,Indoor Sewage,Sewage Leak,2017-11-13,40.839249,-73.913448,East Concourse-Concourse Village,high bridge - morrisania
25523,47,WEST 55 STREET,47 WEST 55 STREET,10019,Manhattan,Indoor Sewage,Sewage Leak,2017-11-13,40.762325,-73.976453,Midtown-Midtown South,chelsea - clinton
25543,485,ARMSTRONG AVENUE,485 ARMSTRONG AVENUE,10308,Staten Island,Indoor Sewage,Sewage Leak,2017-11-14,40.545203,-74.158039,Great Kills,south beach - tottenville
25811,5732,POST ROAD,5732 POST ROAD,10471,Bronx,Indoor Sewage,Sewage Leak,2017-11-27,40.906063,-73.89748,North Riverdale-Fieldston-Riverdale,kingsbridge - riverdale
25828,109-25,201 STREET,109-25 201 STREET,11412,Queens,Indoor Sewage,Sewage Leak,2017-11-27,40.706871,-73.75692099999999,Hollis,jamaica
26123,235,EAST 96 STREET,235 EAST 96 STREET,10128,Manhattan,Indoor Sewage,Sewage Leak,2017-12-11,40.784690999999995,-73.94812399999999,East Harlem South,upper east side
26270,327,EAST 116 STREET,327 EAST 116 STREET,10029,Manhattan,Indoor Sewage,Sewage Leak,2017-12-18,40.796655,-73.936925,East Harlem North,east harlem
26308,720,ESPLANADE GARDENS PLAZA,720 ESPLANADE GARDENS PLAZA,10039,Manhattan,Indoor Sewage,Sewage Leak,2017-12-20,40.821197999999995,-73.935663,Central Harlem North-Polo Grounds,central harlem - morningside heights
26697,32,WEST 123 STREET,32 WEST 123 STREET,10027,Manhattan,Indoor Sewage,Sewage Leak,2018-01-09,40.806002,-73.945366,Central Harlem South,central harlem - morningside heights
26881,522,QUINCY STREET,522 QUINCY STREET,11221,Brooklyn,Indoor Sewage,Sewage Leak,2018-01-18,40.688168,-73.940079,Stuyvesant Heights,williamsburg - bushwick
27353,2170,UNIVERSITY AVENUE,2170 UNIVERSITY AVENUE,10453,Bronx,Indoor Sewage,Sewage Leak,2018-02-04,40.858102,-73.90910699999999,University Heights-Morris Heights,crotona -tremont
27430,182,HERKIMER STREET,182 HERKIMER STREET,11216,Brooklyn,Indoor Sewage,Sewage Leak,2018-02-11,40.679520000000004,-73.947564,Crown Heights North,bedford stuyvesant - crown heights
27513,1430,AMSTERDAM AVENUE,1430 AMSTERDAM AVENUE,10027,Manhattan,Indoor Sewage,Sewage Leak,2018-02-15,40.816403,-73.954075,Manhattanville,central harlem - morningside heights
27943,194-49,MURDOCK AVENUE,194-49 MURDOCK AVENUE,11412,Queens,Indoor Sewage,Sewage Leak,2018-03-08,40.698608,-73.76008900000001,St. Albans,jamaica
27982,559,WEST 191 STREET,559 WEST 191 STREET,10040,Manhattan,Indoor Sewage,Sewage Leak,2018-03-10,40.855313,-73.92855899999999,Washington Heights North,washington heights
28229,432,36 STREET,432 36 STREET,11232,Brooklyn,Indoor Sewage,Sewage Leak,2018-03-20,40.653766,-74.003535,Sunset Park West,sunset park
28259,1845,BILLINGSLEY TERRACE,1845 BILLINGSLEY TERRACE,10453,Bronx,Indoor Sewage,Sewage Leak,2018-03-22,40.853145,-73.917294,University Heights-Morris Heights,crotona -tremont
28343,24,WEST 68 STREET,24 WEST 68 STREET,10023,Manhattan,Indoor Sewage,Sewage Leak,2018-03-26,40.774161,-73.97904799999999,Lincoln Square,upper west side
28370,1845,BILLINGSLEY TERRACE,1845 BILLINGSLEY TERRACE,10453,Bronx,Indoor Sewage,Sewage Leak,2018-03-26,40.853145,-73.917294,University Heights-Morris Heights,crotona -tremont
28406,94,HUSSON STREET,94 HUSSON STREET,10305,Staten Island,Indoor Sewage,Sewage Leak,2018-03-28,40.585218,-74.097542,Old Town-Dongan Hills-South Beach,stapleton - st. george
28407,1065,EAST 211 STREET,1065 EAST 211 STREET,10469,Bronx,Indoor Sewage,Sewage Leak,2018-03-28,40.875040000000006,-73.856158,Williamsbridge-Olinville,northeast bronx
28563,780,CLEVELAND STREET,780 CLEVELAND STREET,11208,Brooklyn,Indoor Sewage,Sewage Leak,2018-04-05,40.665393,-73.881701,East New York,east new york
28595,3,FERNDALE AVENUE,3 FERNDALE AVENUE,10314,Staten Island,Indoor Sewage,Sewage Leak,2018-04-08,40.594027000000004,-74.158004,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,willowbrook
28637,465,LEXINGTON AVENUE,465 LEXINGTON AVENUE,10017,Manhattan,Indoor Sewage,Sewage Leak,2018-04-10,40.753624,-73.97444899999999,Turtle Bay-East Midtown,gramercy park - murray hill
28638,465,LEXINGTON AVENUE,465 LEXINGTON AVENUE,10017,Manhattan,Indoor Sewage,Sewage Leak,2018-04-10,40.753624,-73.97444899999999,Turtle Bay-East Midtown,gramercy park - murray hill
28656,1541,METROPOLITAN AVENUE,1541 METROPOLITAN AVENUE,10462,Bronx,Indoor Sewage,Sewage Leak,2018-04-10,40.839504,-73.858425,Parkchester,pelham - throgs neck
28798,314,WEST 138 STREET,314 WEST 138 STREET,10030,Manhattan,Indoor Sewage,Sewage Leak,2018-04-16,40.818708,-73.945839,Central Harlem North-Polo Grounds,central harlem - morningside heights
28835,340,BEACH AVENUE,340 BEACH AVENUE,10473,Bronx,Indoor Sewage,Sewage Leak,2018-04-18,40.812199,-73.86176999999999,Soundview-Castle Hill-Clason Point-Harding Park,pelham - throgs neck
28875,424,BROOME STREET,424 BROOME STREET,10013,Manhattan,Indoor Sewage,Sewage Leak,2018-04-20,40.721269,-73.998651,SoHo-TriBeCa-Civic Center-Little Italy,greenwich village - soho
28893,207,WEST 136 STREET,207 WEST 136 STREET,10030,Manhattan,Indoor Sewage,Sewage Leak,2018-04-21,40.816241999999995,-73.943814,Central Harlem North-Polo Grounds,central harlem - morningside heights
29082,3,FERNDALE AVENUE,3 FERNDALE AVENUE,10314,Staten Island,Indoor Sewage,Sewage Leak,2018-04-30,40.594027000000004,-74.158004,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,willowbrook
29154,3,FERNDALE AVENUE,3 FERNDALE AVENUE,10314,Staten Island,Indoor Sewage,Sewage Leak,2018-05-03,40.594027000000004,-74.158004,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,willowbrook
29164,541,VANDUZER STREET,541 VANDUZER STREET,10304,Staten Island,Indoor Sewage,Sewage Leak,2018-05-03,40.626735,-74.083794,Stapleton-Rosebank,stapleton - st. george
29268,285,EAST 95 STREET,285 EAST 95 STREET,11212,Brooklyn,Indoor Sewage,Sewage Leak,2018-05-08,40.65958,-73.92126800000001,Rugby-Remsen Village,bedford stuyvesant - crown heights
29281,79,LAIGHT STREET,79 LAIGHT STREET,10013,Manhattan,Indoor Sewage,Sewage Leak,2018-05-09,40.72221,-74.010722,SoHo-TriBeCa-Civic Center-Little Italy,greenwich village - soho
29440,400,PARK AVENUE,400 PARK AVENUE,10022,Manhattan,Indoor Sewage,Sewage Leak,2018-05-17,40.75978,-73.97209699999999,Midtown-Midtown South,gramercy park - murray hill
29461,2795,RICHMOND AVENUE,2795 RICHMOND AVENUE,10314,Staten Island,Indoor Sewage,Sewage Leak,2018-05-17,40.578557,-74.169595,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,willowbrook
29479,286,LENOX AVENUE,286 LENOX AVENUE,10027,Manhattan,Indoor Sewage,Sewage Leak,2018-05-18,40.807353000000006,-73.94578,Central Harlem South,central harlem - morningside heights
29533,1514,SEDGWICK AVENUE,1514 SEDGWICK AVENUE,10453,Bronx,Indoor Sewage,Sewage Leak,2018-05-21,40.846731,-73.924961,University Heights-Morris Heights,crotona -tremont
29643,28-22,BELL BOULEVARD,28-22 BELL BOULEVARD,11360,Queens,Indoor Sewage,Sewage Leak,2018-05-26,40.776502,-73.775442,Bayside-Bayside Hills,flushing - clearview
29786,117-10,HILLSIDE AVENUE,117-10 HILLSIDE AVENUE,11418,Queens,Indoor Sewage,Sewage Leak,2018-06-04,40.700215,-73.83260899999999,Richmond Hill,southwest queens
29848,1220,SHAKESPEARE AVENUE,1220 SHAKESPEARE AVENUE,10452,Bronx,Indoor Sewage,Sewage Leak,2018-06-07,40.837444,-73.92328,Highbridge,high bridge - morrisania
29943,3110,KINGSBRIDGE TERRACE,3110 KINGSBRIDGE TERRACE,10463,Bronx,Indoor Sewage,Sewage Leak,2018-06-12,40.87762,-73.900116,Van Cortlandt Village,kingsbridge - riverdale
29947,1006,EAST 172 STREET,1006 EAST 172 STREET,10460,Bronx,Indoor Sewage,Sewage Leak,2018-06-12,40.832734,-73.885917,Crotona Park East,crotona -tremont
30019,220,WEST 133 STREET,220 WEST 133 STREET,10030,Manhattan,Indoor Sewage,Sewage Leak,2018-06-17,40.814363,-73.94551,Central Harlem North-Polo Grounds,central harlem - morningside heights
30037,888,MAIN STREET,888 MAIN STREET,10044,Manhattan,Indoor Sewage,Sewage Leak,2018-06-18,40.769178000000004,-73.94337800000001,Lenox Hill-Roosevelt Island,upper east side
30102,681,MAGENTA STREET,681 MAGENTA STREET,10467,Bronx,Indoor Sewage,Sewage Leak,2018-06-20,40.87529,-73.86775,Williamsbridge-Olinville,fordham - bronx pk
30134,244,WEST 74 STREET,244 WEST 74 STREET,10023,Manhattan,Indoor Sewage,Sewage Leak,2018-06-22,40.780762,-73.982675,Lincoln Square,upper west side
30154,2686,RICHMOND TERRACE,2686 RICHMOND TERRACE,10303,Staten Island,Indoor Sewage,Sewage Leak,2018-06-24,40.637065,-74.150273,Mariner's Harbor-Arlington-Port Ivory-Graniteville,port richmond
30155,62,WEST 71 STREET,62 WEST 71 STREET,10023,Manhattan,Indoor Sewage,Sewage Leak,2018-06-24,40.776356,-73.978438,Lincoln Square,upper west side
30339,121,SMITH STREET,121 SMITH STREET,11201,Brooklyn,Indoor Sewage,Sewage Leak,2018-07-03,40.6877,-73.989796,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,downtown - heights - slope
30365,1239,CLAY AVENUE,1239 CLAY AVENUE,10456,Bronx,Indoor Sewage,Sewage Leak,2018-07-04,40.832961,-73.910302,East Concourse-Concourse Village,high bridge - morrisania
30416,633,WEST 152 STREET,633 WEST 152 STREET,10031,Manhattan,Indoor Sewage,Sewage Leak,2018-07-06,40.831203,-73.948051,Hamilton Heights,washington heights
30482,1740,WEST 4 STREET,1740 WEST 4 STREET,11223,Brooklyn,Indoor Sewage,Sewage Leak,2018-07-11,40.605277,-73.977211,Bensonhurst East,coney island - sheepshead bay
30975,200,WEST 113 STREET,200 WEST 113 STREET,10026,Manhattan,Indoor Sewage,Sewage Leak,2018-08-06,40.8014,-73.954222,Central Harlem South,central harlem - morningside heights
31001,750,PATTERSON AVENUE,750 PATTERSON AVENUE,10306,Staten Island,Indoor Sewage,Sewage Leak,2018-08-07,40.573190999999994,-74.08935699999999,New Dorp-Midland Beach,south beach - tottenville
31116,360,WEST 53 STREET,360 WEST 53 STREET,10019,Manhattan,Indoor Sewage,Sewage Leak,2018-08-13,40.764854,-73.98638299999999,Clinton,chelsea - clinton
31175,2785,8 AVENUE,2785 8 AVENUE,10039,Manhattan,Indoor Sewage,Sewage Leak,2018-08-15,40.824667,-73.940595,Central Harlem North-Polo Grounds,central harlem - morningside heights
31223,1357,DECATUR STREET,1357 DECATUR STREET,11237,Brooklyn,Indoor Sewage,Sewage Leak,2018-08-17,40.692151,-73.90424200000001,Bushwick North,williamsburg - bushwick
31224,1355,DECATUR STREET,1355 DECATUR STREET,11237,Brooklyn,Indoor Sewage,Sewage Leak,2018-08-17,40.692121,-73.904271,Bushwick North,williamsburg - bushwick
31600,442,LORIMER STREET,442 LORIMER STREET,11206,Brooklyn,Indoor Sewage,Sewage Leak,2018-09-06,40.710105,-73.948708,East Williamsburg,williamsburg - bushwick
31683,55,MAIDEN LANE,55 MAIDEN LANE,10038,Manhattan,Indoor Sewage,Sewage Leak,2018-09-11,40.708351,-74.008299,Battery Park City-Lower Manhattan,lower manhattan
31866,429,DECATUR STREET,429 DECATUR STREET,11233,Brooklyn,Indoor Sewage,Sewage Leak,2018-09-20,40.682256,-73.926459,Crown Heights North,bedford stuyvesant - crown heights
31881,8501,7 AVENUE,8501 7 AVENUE,11228,Brooklyn,Indoor Sewage,Sewage Leak,2018-09-21,40.619142,-74.020935,Dyker Heights,bensonhurst - bay ridge
31915,114-17,ROCKAWAY BEACH BOULEVARD,114-17 ROCKAWAY BEACH BOULEVARD,11694,Queens,Indoor Sewage,Sewage Leak,2018-09-22,40.580248,-73.835643,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,rockaway
31939,410,EASTERN PARKWAY,410 EASTERN PARKWAY,11225,Brooklyn,Indoor Sewage,Sewage Leak,2018-09-24,40.670086,-73.954767,Crown Heights South,east flatbush - flatbush
32004,15-10,REDFERN AVENUE,15-10 REDFERN AVENUE,11691,Queens,Indoor Sewage,Sewage Leak,2018-09-26,40.609125,-73.751335,Far Rockaway-Bayswater,rockaway
32017,137-51,HOOK CREEK BOULEVARD,137-51 HOOK CREEK BOULEVARD,11422,Queens,Indoor Sewage,Sewage Leak,2018-09-27,40.666199,-73.72981899999999,Rosedale,southeast queens
32018,520,LINCOLN PLACE,520 LINCOLN PLACE,11238,Brooklyn,Indoor Sewage,Sewage Leak,2018-09-27,40.671875,-73.959322,Crown Heights North,bedford stuyvesant - crown heights
32023,203,COLUMBIA STREET,203 COLUMBIA STREET,11231,Brooklyn,Indoor Sewage,Sewage Leak,2018-09-27,40.685210999999995,-74.00260300000001,Carroll Gardens-Columbia Street-Red Hook,downtown - heights - slope
32052,203,COLUMBIA STREET,203 COLUMBIA STREET,11231,Brooklyn,Indoor Sewage,Sewage Leak,2018-09-28,40.685210999999995,-74.00260300000001,Carroll Gardens-Columbia Street-Red Hook,downtown - heights - slope
32131,3804,BAILEY AVENUE,3804 BAILEY AVENUE,10463,Bronx,Indoor Sewage,Sewage Leak,2018-10-03,40.884240999999996,-73.897662,Van Cortlandt Village,kingsbridge - riverdale
32235,154,WEST 129 STREET,154 WEST 129 STREET,10027,Manhattan,Indoor Sewage,Sewage Leak,2018-10-09,40.811021999999994,-73.94533299999999,Central Harlem North-Polo Grounds,central harlem - morningside heights
32236,154,WEST 129 STREET,154 WEST 129 STREET,10027,Manhattan,Indoor Sewage,Sewage Leak,2018-10-09,40.811021999999994,-73.94533299999999,Central Harlem North-Polo Grounds,central harlem - morningside heights
